"","Kod","Nazwa","rok","ludnosc_grupy_ekonomiczne_w_wieku_poprodukcyjnym_proc"
"15715",1002000,"Powiat kutnowski",2007,17.7
"15716",1003000,"Powiat łaski",2007,17.1
"15717",1004000,"Powiat łęczycki",2007,18.9
"15718",1005000,"Powiat łowicki",2007,17.8
"15719",1006000,"Powiat łódzki wschodni",2007,16.1
"15720",1007000,"Powiat opoczyński",2007,16.4
"15721",1008000,"Powiat pabianicki",2007,18.7
"15722",1009000,"Powiat pajęczański",2007,17.8
"15723",1010000,"Powiat piotrkowski",2007,17.1
"15724",1011000,"Powiat poddębicki",2007,18.9
"15725",1012000,"Powiat radomszczański",2007,17.7
"15726",1013000,"Powiat rawski",2007,16.5
"15727",1014000,"Powiat sieradzki",2007,16.6
"15728",1015000,"Powiat skierniewicki",2007,19.4
"15729",1016000,"Powiat tomaszowski",2007,17.2
"15730",1017000,"Powiat wieluński",2007,17.2
"15731",1018000,"Powiat wieruszowski",2007,15.7
"15732",1019000,"Powiat zduńskowolski",2007,16
"15733",1020000,"Powiat zgierski",2007,17.4
"15734",1021000,"Powiat brzeziński",2007,16.9
"15735",1061000,"Powiat m.Łódź",2007,20.4
"15736",1062000,"Powiat m.Piotrków Trybunalski",2007,16.3
"15737",1063000,"Powiat m.Skierniewice",2007,14.3
"15738",1201000,"Powiat bocheński",2007,14.2
"15739",1202000,"Powiat brzeski",2007,14.7
"15740",1203000,"Powiat chrzanowski",2007,17.1
"15741",1204000,"Powiat dąbrowski",2007,15.8
"15742",1205000,"Powiat gorlicki",2007,15.6
"15743",1206000,"Powiat krakowski",2007,15.5
"15744",1207000,"Powiat limanowski",2007,13.6
"15745",1208000,"Powiat miechowski",2007,19.7
"15746",1209000,"Powiat myślenicki",2007,13.4
"15747",1210000,"Powiat nowosądecki",2007,13.1
"15748",1211000,"Powiat nowotarski",2007,14.1
"15749",1212000,"Powiat olkuski",2007,16.5
"15750",1213000,"Powiat oświęcimski",2007,16.7
"15751",1214000,"Powiat proszowicki",2007,17.3
"15752",1215000,"Powiat suski",2007,15.7
"15753",1216000,"Powiat tarnowski",2007,15.2
"15754",1217000,"Powiat tatrzański",2007,16.2
"15755",1218000,"Powiat wadowicki",2007,14.9
"15756",1219000,"Powiat wielicki",2007,14.4
"15757",1261000,"Powiat m.Kraków",2007,18
"15758",1262000,"Powiat m.Nowy Sącz",2007,14.6
"15759",1263000,"Powiat m.Tarnów",2007,17
"15760",1401000,"Powiat białobrzeski",2007,15.5
"15761",1402000,"Powiat ciechanowski",2007,14.8
"15762",1403000,"Powiat garwoliński",2007,15.4
"15763",1404000,"Powiat gostyniński",2007,16.4
"15764",1405000,"Powiat grodziski",2007,16.3
"15765",1406000,"Powiat grójecki",2007,16.7
"15766",1407000,"Powiat kozienicki",2007,16
"15767",1408000,"Powiat legionowski",2007,13.5
"15768",1409000,"Powiat lipski",2007,19.5
"15769",1410000,"Powiat łosicki",2007,19.3
"15770",1411000,"Powiat makowski",2007,16.8
"15771",1412000,"Powiat miński",2007,15.8
"15772",1413000,"Powiat mławski",2007,16.2
"15773",1414000,"Powiat nowodworski",2007,14.6
"15774",1415000,"Powiat ostrołęcki",2007,15.5
"15775",1416000,"Powiat ostrowski",2007,17.1
"15776",1417000,"Powiat otwocki",2007,16.7
"15777",1418000,"Powiat piaseczyński",2007,14.1
"15778",1419000,"Powiat płocki",2007,15.8
"15779",1420000,"Powiat płoński",2007,16.2
"15780",1421000,"Powiat pruszkowski",2007,16.7
"15781",1422000,"Powiat przasnyski",2007,16
"15782",1423000,"Powiat przysuski",2007,19.2
"15783",1424000,"Powiat pułtuski",2007,15.4
"15784",1425000,"Powiat radomski",2007,14
"15785",1426000,"Powiat siedlecki",2007,17.2
"15786",1427000,"Powiat sierpecki",2007,16.2
"15787",1428000,"Powiat sochaczewski",2007,15.7
"15788",1429000,"Powiat sokołowski",2007,19.3
"15789",1430000,"Powiat szydłowiecki",2007,15.9
"15790",1432000,"Powiat warszawski zachodni",2007,15.2
"15791",1433000,"Powiat węgrowski",2007,17.5
"15792",1434000,"Powiat wołomiński",2007,13.7
"15793",1435000,"Powiat wyszkowski",2007,14.5
"15794",1436000,"Powiat zwoleński",2007,17.2
"15795",1437000,"Powiat żuromiński",2007,17.5
"15796",1438000,"Powiat żyrardowski",2007,16.4
"15797",1461000,"Powiat m.Ostrołęka",2007,11.7
"15798",1462000,"Powiat m.Płock",2007,15
"15799",1463000,"Powiat m.Radom",2007,15.8
"15800",1464000,"Powiat m.Siedlce",2007,13.2
"15801",1465000,"Powiat m. st. Warszawa",2007,20.2
"15802",1601000,"Powiat brzeski",2007,15.3
"15803",1602000,"Powiat głubczycki",2007,16.9
"15804",1603000,"Powiat kędzierzyńsko-kozielski",2007,17.6
"15805",1604000,"Powiat kluczborski",2007,16.1
"15806",1605000,"Powiat krapkowicki",2007,15.9
"15807",1606000,"Powiat namysłowski",2007,15
"15808",1607000,"Powiat nyski",2007,15.9
"15809",1608000,"Powiat oleski",2007,16.6
"15810",1609000,"Powiat opolski",2007,16
"15811",1610000,"Powiat prudnicki",2007,17.7
"15812",1611000,"Powiat strzelecki",2007,16.6
"15813",1661000,"Powiat m.Opole",2007,16.8
"15814",1801000,"Powiat bieszczadzki",2007,13.6
"15815",1802000,"Powiat brzozowski",2007,15.7
"15816",1803000,"Powiat dębicki",2007,14.3
"15817",1804000,"Powiat jarosławski",2007,15.1
"15818",1805000,"Powiat jasielski",2007,15.8
"15819",1806000,"Powiat kolbuszowski",2007,15
"15820",1807000,"Powiat krośnieński",2007,15.9
"15821",1808000,"Powiat leżajski",2007,14.7
"15822",1809000,"Powiat lubaczowski",2007,16.1
"15823",1810000,"Powiat łańcucki",2007,16.3
"15824",1811000,"Powiat mielecki",2007,15
"15825",1812000,"Powiat niżański",2007,14.9
"15826",1813000,"Powiat przemyski",2007,15.2
"15827",1814000,"Powiat przeworski",2007,16.4
"15828",1815000,"Powiat ropczycko-sędziszowski",2007,14.4
"15829",1816000,"Powiat rzeszowski",2007,15.5
"15830",1817000,"Powiat sanocki",2007,14.6
"15831",1818000,"Powiat stalowowolski",2007,14.7
"15832",1819000,"Powiat strzyżowski",2007,16.4
"15833",1820000,"Powiat tarnobrzeski",2007,14.6
"15834",1821000,"Powiat leski",2007,14.7
"15835",1861000,"Powiat m.Krosno",2007,15.8
"15836",1862000,"Powiat m.Przemyśl",2007,16.5
"15837",1863000,"Powiat m.Rzeszów",2007,15.1
"15838",1864000,"Powiat m.Tarnobrzeg",2007,14.7
"15839",2001000,"Powiat augustowski",2007,17.1
"15840",2002000,"Powiat białostocki",2007,16.9
"15841",2003000,"Powiat bielski",2007,22.6
"15842",2004000,"Powiat grajewski",2007,15
"15843",2005000,"Powiat hajnowski",2007,24.5
"15844",2006000,"Powiat kolneński",2007,16.1
"15845",2007000,"Powiat łomżyński",2007,17.4
"15846",2008000,"Powiat moniecki",2007,18.6
"15847",2009000,"Powiat sejneński",2007,18.4
"15848",2010000,"Powiat siemiatycki",2007,21.2
"15849",2011000,"Powiat sokólski",2007,19.4
"15850",2012000,"Powiat suwalski",2007,16.9
"15851",2013000,"Powiat wysokomazowiecki",2007,18.5
"15852",2014000,"Powiat zambrowski",2007,16
"15853",2061000,"Powiat m.Białystok",2007,15.5
"15854",2062000,"Powiat m.Łomża",2007,12.2
"15855",2063000,"Powiat m.Suwałki",2007,11.8
"15856",2201000,"Powiat bytowski",2007,11.8
"15857",2202000,"Powiat chojnicki",2007,13.3
"15858",2203000,"Powiat człuchowski",2007,12.4
"15859",2204000,"Powiat gdański",2007,11
"15860",2205000,"Powiat kartuski",2007,11.2
"15861",2206000,"Powiat kościerski",2007,12.7
"15862",2207000,"Powiat kwidzyński",2007,11.6
"15863",2208000,"Powiat lęborski",2007,12.6
"15864",2209000,"Powiat malborski",2007,14.1
"15865",2210000,"Powiat nowodworski",2007,13.2
"15866",2211000,"Powiat pucki",2007,11.8
"15867",2212000,"Powiat słupski",2007,12
"15868",2213000,"Powiat starogardzki",2007,13
"15869",2214000,"Powiat tczewski",2007,13.2
"15870",2215000,"Powiat wejherowski",2007,11.6
"15871",2216000,"Powiat sztumski",2007,11.6
"15872",2261000,"Powiat m.Gdańsk",2007,18
"15873",2262000,"Powiat m.Gdynia",2007,18.3
"15874",2263000,"Powiat m.Słupsk",2007,16.2
"15875",2264000,"Powiat m.Sopot",2007,23.8
"15876",2401000,"Powiat będziński",2007,18.3
"15877",2402000,"Powiat bielski",2007,15.2
"15878",2403000,"Powiat cieszyński",2007,15.8
"15879",2404000,"Powiat częstochowski",2007,17.4
"15880",2405000,"Powiat gliwicki",2007,16.1
"15881",2406000,"Powiat kłobucki",2007,17.1
"15882",2407000,"Powiat lubliniecki",2007,15.8
"15883",2408000,"Powiat mikołowski",2007,15.2
"15884",2409000,"Powiat myszkowski",2007,17.4
"15885",2410000,"Powiat pszczyński",2007,12.4
"15886",2411000,"Powiat raciborski",2007,16.3
"15887",2412000,"Powiat rybnicki",2007,15.1
"15888",2413000,"Powiat tarnogórski",2007,17
"15889",2414000,"Powiat bieruńsko-lędziński",2007,13.4
"15890",2415000,"Powiat wodzisławski",2007,16.4
"15891",2416000,"Powiat zawierciański",2007,18.3
"15892",2417000,"Powiat żywiecki",2007,16.2
"15893",2461000,"Powiat m.Bielsko-Biała",2007,17.3
"15894",2462000,"Powiat m.Bytom",2007,17.7
"15895",2463000,"Powiat m.Chorzów",2007,19.1
"15896",2464000,"Powiat m.Częstochowa",2007,17.8
"15897",2465000,"Powiat m.Dąbrowa Górnicza",2007,15.4
"15898",2466000,"Powiat m.Gliwice",2007,17.1
"15899",2467000,"Powiat m.Jastrzębie-Zdrój",2007,13.8
"15900",2468000,"Powiat m.Jaworzno",2007,16.4
"15901",2469000,"Powiat m.Katowice",2007,19.3
"15902",2470000,"Powiat m.Mysłowice",2007,14.8
"15903",2471000,"Powiat m.Piekary Śląskie",2007,17.3
"15904",2472000,"Powiat m.Ruda Śląska",2007,15.6
"15905",2473000,"Powiat m.Rybnik",2007,14.6
"15906",2474000,"Powiat m.Siemianowice Śląskie",2007,17.2
"15907",2475000,"Powiat m.Sosnowiec",2007,16.9
"15908",2476000,"Powiat m.Świętochłowice",2007,16.2
"15909",2477000,"Powiat m.Tychy",2007,14
"15910",2478000,"Powiat m.Zabrze",2007,16.4
"15911",2479000,"Powiat m.Żory",2007,9.3
"15912",2601000,"Powiat buski",2007,19.9
"15913",2602000,"Powiat jędrzejowski",2007,17.4
"15914",2603000,"Powiat kazimierski",2007,20.3
"15915",2604000,"Powiat kielecki",2007,14.3
"15916",2605000,"Powiat konecki",2007,18.1
"15917",2606000,"Powiat opatowski",2007,18.6
"15918",2607000,"Powiat ostrowiecki",2007,17.6
"15919",2608000,"Powiat pińczowski",2007,19.9
"15920",2609000,"Powiat sandomierski",2007,18.1
"15921",2610000,"Powiat skarżyski",2007,18.7
"15922",2611000,"Powiat starachowicki",2007,18.6
"15923",2612000,"Powiat staszowski",2007,16.2
"15924",2613000,"Powiat włoszczowski",2007,17.9
"15925",2661000,"Powiat m.Kielce",2007,16.8
"15926",2801000,"Powiat bartoszycki",2007,14.4
"15927",2802000,"Powiat braniewski",2007,13.3
"15928",2803000,"Powiat działdowski",2007,13.6
"15929",2804000,"Powiat elbląski",2007,13.3
"15930",2805000,"Powiat ełcki",2007,12.5
"15931",2806000,"Powiat giżycki",2007,14.8
"15932",2807000,"Powiat iławski",2007,13
"15933",2808000,"Powiat kętrzyński",2007,15
"15934",2809000,"Powiat lidzbarski",2007,15.1
"15935",2810000,"Powiat mrągowski",2007,13.1
"15936",2811000,"Powiat nidzicki",2007,13.6
"15937",2812000,"Powiat nowomiejski",2007,14
"15938",2813000,"Powiat olecki",2007,14.1
"15939",2814000,"Powiat olsztyński",2007,12.3
"15940",2815000,"Powiat ostródzki",2007,13.7
"15941",2816000,"Powiat piski",2007,14.1
"15942",2817000,"Powiat szczycieński",2007,13.4
"15943",2818000,"Powiat gołdapski",2007,13.8
"15944",2819000,"Powiat węgorzewski",2007,16.1
"15945",2861000,"Powiat m.Elbląg",2007,14.7
"15946",2862000,"Powiat m.Olsztyn",2007,14.7
"15947",3001000,"Powiat chodzieski",2007,13.4
"15948",3002000,"Powiat czarnkowsko-trzcianecki",2007,13.6
"15949",3003000,"Powiat gnieźnieński",2007,13.4
"15950",3004000,"Powiat gostyński",2007,14.3
"15951",3005000,"Powiat grodziski",2007,12.1
"15952",3006000,"Powiat jarociński",2007,14.3
"15953",3007000,"Powiat kaliski",2007,15.6
"15954",3008000,"Powiat kępiński",2007,13.8
"15955",3009000,"Powiat kolski",2007,15.7
"15956",3010000,"Powiat koniński",2007,13.7
"15957",3011000,"Powiat kościański",2007,14.1
"15958",3012000,"Powiat krotoszyński",2007,14.2
"15959",3013000,"Powiat leszczyński",2007,12.5
"15960",3014000,"Powiat międzychodzki",2007,12.9
"15961",3015000,"Powiat nowotomyski",2007,13
"15962",3016000,"Powiat obornicki",2007,12.1
"15963",3017000,"Powiat ostrowski",2007,14.6
"15964",3018000,"Powiat ostrzeszowski",2007,14.1
"15965",3019000,"Powiat pilski",2007,13.1
"15966",3020000,"Powiat pleszewski",2007,13.9
"15967",3021000,"Powiat poznański",2007,11.8
"15968",3022000,"Powiat rawicki",2007,14
"15969",3023000,"Powiat słupecki",2007,14.6
"15970",3024000,"Powiat szamotulski",2007,13.6
"15971",3025000,"Powiat średzki",2007,13.4
"15972",3026000,"Powiat śremski",2007,12.6
"15973",3027000,"Powiat turecki",2007,15.1
"15974",3028000,"Powiat wągrowiecki",2007,13.1
"15975",3029000,"Powiat wolsztyński",2007,12.8
"15976",3030000,"Powiat wrzesiński",2007,13.7
"15977",3031000,"Powiat złotowski",2007,12.8
"15978",3061000,"Powiat m.Kalisz",2007,17.6
"15979",3062000,"Powiat m.Konin",2007,15.4
"15980",3063000,"Powiat m.Leszno",2007,14.7
"15981",3064000,"Powiat m.Poznań",2007,17.7
"15982",3201000,"Powiat białogardzki",2007,13.8
"15983",3202000,"Powiat choszczeński",2007,13.8
"15984",3203000,"Powiat drawski",2007,13.6
"15985",3204000,"Powiat goleniowski",2007,12.7
"15986",3205000,"Powiat gryficki",2007,13.2
"15987",3206000,"Powiat gryfiński",2007,12.7
"15988",3207000,"Powiat kamieński",2007,13.8
"15989",3208000,"Powiat kołobrzeski",2007,14.5
"15990",3209000,"Powiat koszaliński",2007,11.9
"15991",3210000,"Powiat myśliborski",2007,13.9
"15992",3211000,"Powiat policki",2007,9.2
"15993",3212000,"Powiat pyrzycki",2007,14.2
"15994",3213000,"Powiat sławieński",2007,13.6
"15995",3214000,"Powiat stargardzki",2007,13.4
"15996",3215000,"Powiat szczecinecki",2007,14.5
"15997",3216000,"Powiat świdwiński",2007,14
"15998",3217000,"Powiat wałecki",2007,13.1
"15999",3218000,"Powiat łobeski",2007,14.8
"16000",3261000,"Powiat m.Koszalin",2007,17
"16001",3262000,"Powiat m.Szczecin",2007,17.4
"16002",3263000,"Powiat m.Świnoujście",2007,16.2
"16003",201000,"Powiat bolesławiecki",2008,14.9
"16004",202000,"Powiat dzierżoniowski",2008,17.9
"16005",203000,"Powiat głogowski",2008,12.4
"16006",204000,"Powiat górowski",2008,14.5
"16007",205000,"Powiat jaworski",2008,15.3
"16008",206000,"Powiat jeleniogórski",2008,15.4
"16009",207000,"Powiat kamiennogórski",2008,16.3
"16010",208000,"Powiat kłodzki",2008,17.5
"16011",209000,"Powiat legnicki",2008,15
"16012",210000,"Powiat lubański",2008,15.6
"16013",211000,"Powiat lubiński",2008,14.1
"16014",212000,"Powiat lwówecki",2008,15.3
"16015",213000,"Powiat milicki",2008,14.1
"16016",214000,"Powiat oleśnicki",2008,14.5
"16017",215000,"Powiat oławski",2008,14.2
"16018",216000,"Powiat polkowicki",2008,12.7
"16019",217000,"Powiat strzeliński",2008,16.2
"16020",218000,"Powiat średzki",2008,14.2
"16021",219000,"Powiat świdnicki",2008,16
"16022",220000,"Powiat trzebnicki",2008,13.8
"16023",221000,"Powiat wałbrzyski",2008,18.7
"16024",222000,"Powiat wołowski",2008,16
"16025",223000,"Powiat wrocławski",2008,13.2
"16026",224000,"Powiat ząbkowicki",2008,16.5
"16027",225000,"Powiat zgorzelecki",2008,15.5
"16028",226000,"Powiat złotoryjski",2008,13.9
"16029",261000,"Powiat m.Jelenia Góra",2008,19.3
"16030",262000,"Powiat m.Legnica",2008,15.9
"16031",263000,"Powiat m.Wałbrzych do 2002",2008,NA
"16032",264000,"Powiat m.Wrocław",2008,18.8
"16033",265000,"Powiat m.Wałbrzych od 2013",2008,NA
"16034",401000,"Powiat aleksandrowski",2008,16.7
"16035",402000,"Powiat brodnicki",2008,14.2
"16036",403000,"Powiat bydgoski",2008,12.2
"16037",404000,"Powiat chełmiński",2008,13.9
"16038",405000,"Powiat golubsko-dobrzyński",2008,14.5
"16039",406000,"Powiat grudziądzki",2008,12.8
"16040",407000,"Powiat inowrocławski",2008,15.2
"16041",408000,"Powiat lipnowski",2008,14.2
"16042",409000,"Powiat mogileński",2008,14.5
"16043",410000,"Powiat nakielski",2008,12.9
"16044",411000,"Powiat radziejowski",2008,16.6
"16045",412000,"Powiat rypiński",2008,15.5
"16046",413000,"Powiat sępoleński",2008,14.2
"16047",414000,"Powiat świecki",2008,13.7
"16048",415000,"Powiat toruński",2008,12
"16049",416000,"Powiat tucholski",2008,13.7
"16050",417000,"Powiat wąbrzeski",2008,15
"16051",418000,"Powiat włocławski",2008,15.8
"16052",419000,"Powiat żniński",2008,14.1
"16053",461000,"Powiat m.Bydgoszcz",2008,18.4
"16054",462000,"Powiat m.Grudziądz",2008,16.7
"16055",463000,"Powiat m.Toruń",2008,16
"16056",464000,"Powiat m.Włocławek",2008,16.2
"16057",601000,"Powiat bialski",2008,17.8
"16058",602000,"Powiat biłgorajski",2008,16.8
"16059",603000,"Powiat chełmski",2008,17.3
"16060",604000,"Powiat hrubieszowski",2008,18.9
"16061",605000,"Powiat janowski",2008,18.3
"16062",606000,"Powiat krasnostawski",2008,20.7
"16063",607000,"Powiat kraśnicki",2008,18.5
"16064",608000,"Powiat lubartowski",2008,17
"16065",609000,"Powiat lubelski",2008,16.4
"16066",610000,"Powiat łęczyński",2008,12.2
"16067",611000,"Powiat łukowski",2008,15.9
"16068",612000,"Powiat opolski",2008,18
"16069",613000,"Powiat parczewski",2008,18.3
"16070",614000,"Powiat puławski",2008,19
"16071",615000,"Powiat radzyński",2008,16.6
"16072",616000,"Powiat rycki",2008,16.8
"16073",617000,"Powiat świdnicki",2008,17.5
"16074",618000,"Powiat tomaszowski",2008,17.9
"16075",619000,"Powiat włodawski",2008,16.5
"16076",620000,"Powiat zamojski",2008,19.3
"16077",661000,"Powiat m.Biała Podlaska",2008,12.2
"16078",662000,"Powiat m.Chełm",2008,15.1
"16079",663000,"Powiat m.Lublin",2008,16.9
"16080",664000,"Powiat m.Zamość",2008,14.2
"16081",801000,"Powiat gorzowski",2008,12.7
"16082",802000,"Powiat krośnieński",2008,13.5
"16083",803000,"Powiat międzyrzecki",2008,14.2
"16084",804000,"Powiat nowosolski",2008,14.9
"16085",805000,"Powiat słubicki",2008,13
"16086",806000,"Powiat strzelecko-drezdenecki",2008,14.5
"16087",807000,"Powiat sulęciński",2008,14.1
"16088",808000,"Powiat świebodziński",2008,14.4
"16089",809000,"Powiat zielonogórski",2008,12.6
"16090",810000,"Powiat żagański",2008,14.8
"16091",811000,"Powiat żarski",2008,14.3
"16092",812000,"Powiat wschowski",2008,13.3
"16093",861000,"Powiat m.Gorzów Wielkopolski",2008,15.5
"16094",862000,"Powiat m.Zielona Góra",2008,17
"16095",1001000,"Powiat bełchatowski",2008,12.2
"16096",1002000,"Powiat kutnowski",2008,18
"16097",1003000,"Powiat łaski",2008,17.4
"16098",1004000,"Powiat łęczycki",2008,19.1
"16099",1005000,"Powiat łowicki",2008,18.1
"16100",1006000,"Powiat łódzki wschodni",2008,16.2
"16101",1007000,"Powiat opoczyński",2008,16.6
"16102",1008000,"Powiat pabianicki",2008,19
"16103",1009000,"Powiat pajęczański",2008,18
"16104",1010000,"Powiat piotrkowski",2008,17.2
"16105",1011000,"Powiat poddębicki",2008,19.1
"16106",1012000,"Powiat radomszczański",2008,18
"16107",1013000,"Powiat rawski",2008,16.6
"16108",1014000,"Powiat sieradzki",2008,16.9
"16109",1015000,"Powiat skierniewicki",2008,19.4
"16110",1016000,"Powiat tomaszowski",2008,17.5
"16111",1017000,"Powiat wieluński",2008,17.3
"16112",1018000,"Powiat wieruszowski",2008,15.9
"16113",1019000,"Powiat zduńskowolski",2008,16.4
"16114",1020000,"Powiat zgierski",2008,17.7
"16115",1021000,"Powiat brzeziński",2008,17.1
"16116",1061000,"Powiat m.Łódź",2008,20.8
"16117",1062000,"Powiat m.Piotrków Trybunalski",2008,16.9
"16118",1063000,"Powiat m.Skierniewice",2008,14.7
"16119",1201000,"Powiat bocheński",2008,14.4
"16120",1202000,"Powiat brzeski",2008,14.9
"16121",1203000,"Powiat chrzanowski",2008,17.4
"16122",1204000,"Powiat dąbrowski",2008,15.9
"16123",1205000,"Powiat gorlicki",2008,15.7
"16124",1206000,"Powiat krakowski",2008,15.6
"16125",1207000,"Powiat limanowski",2008,13.7
"16126",1208000,"Powiat miechowski",2008,19.9
"16127",1209000,"Powiat myślenicki",2008,13.4
"16128",1210000,"Powiat nowosądecki",2008,13.2
"16129",1211000,"Powiat nowotarski",2008,14.3
"16130",1212000,"Powiat olkuski",2008,16.8
"16131",1213000,"Powiat oświęcimski",2008,17
"16132",1214000,"Powiat proszowicki",2008,17.6
"16133",1215000,"Powiat suski",2008,15.8
"16134",1216000,"Powiat tarnowski",2008,15.2
"16135",1217000,"Powiat tatrzański",2008,16.3
"16136",1218000,"Powiat wadowicki",2008,15.1
"16137",1219000,"Powiat wielicki",2008,14.5
"16138",1261000,"Powiat m.Kraków",2008,18.5
"16139",1262000,"Powiat m.Nowy Sącz",2008,15
"16140",1263000,"Powiat m.Tarnów",2008,17.5
"16141",1401000,"Powiat białobrzeski",2008,15.5
"16142",1402000,"Powiat ciechanowski",2008,15
"16143",1403000,"Powiat garwoliński",2008,15.4
"16144",1404000,"Powiat gostyniński",2008,16.7
"16145",1405000,"Powiat grodziski",2008,16.4
"16146",1406000,"Powiat grójecki",2008,16.7
"16147",1407000,"Powiat kozienicki",2008,16.1
"16148",1408000,"Powiat legionowski",2008,13.8
"16149",1409000,"Powiat lipski",2008,19.8
"16150",1410000,"Powiat łosicki",2008,19.5
"16151",1411000,"Powiat makowski",2008,16.9
"16152",1412000,"Powiat miński",2008,15.9
"16153",1413000,"Powiat mławski",2008,16.4
