"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_wydatki_majatkowe_ogolem_zl"
"9027",2206000,"Powiat kościerski",2006,5056136.79
"9028",2207000,"Powiat kwidzyński",2006,3684175.42
"9029",2208000,"Powiat lęborski",2006,1427099
"9030",2209000,"Powiat malborski",2006,10312835.68
"9031",2210000,"Powiat nowodworski",2006,1241461.26
"9032",2211000,"Powiat pucki",2006,6787730.69
"9033",2212000,"Powiat słupski",2006,9438571.67
"9034",2213000,"Powiat starogardzki",2006,1388419.81
"9035",2214000,"Powiat tczewski",2006,6722252.86
"9036",2215000,"Powiat wejherowski",2006,10526190.32
"9037",2216000,"Powiat sztumski",2006,5846351.31
"9038",2401000,"Powiat będziński",2006,15300652.51
"9039",2402000,"Powiat bielski",2006,8210710.94
"9040",2403000,"Powiat cieszyński",2006,18784681.59
"9041",2404000,"Powiat częstochowski",2006,11357977.56
"9042",2405000,"Powiat gliwicki",2006,7769349.96
"9043",2406000,"Powiat kłobucki",2006,7114205.09
"9044",2407000,"Powiat lubliniecki",2006,8232703.7
"9045",2408000,"Powiat mikołowski",2006,15840794.75
"9046",2409000,"Powiat myszkowski",2006,4512553.19
"9047",2410000,"Powiat pszczyński",2006,8365696.33
"9048",2411000,"Powiat raciborski",2006,14350527.79
"9049",2412000,"Powiat rybnicki",2006,5217851.87
"9050",2413000,"Powiat tarnogórski",2006,10487838.39
"9051",2414000,"Powiat bieruńsko-lędziński",2006,4151324.36
"9052",2415000,"Powiat wodzisławski",2006,9893682.92
"9053",2416000,"Powiat zawierciański",2006,5598578.28
"9054",2417000,"Powiat żywiecki",2006,2142451.47
"9055",2601000,"Powiat buski",2006,9057396.36
"9056",2602000,"Powiat jędrzejowski",2006,8360416.32
"9057",2603000,"Powiat kazimierski",2006,10384859.97
"9058",2604000,"Powiat kielecki",2006,21091131.48
"9059",2605000,"Powiat konecki",2006,4707246.03
"9060",2606000,"Powiat opatowski",2006,14034392.4
"9061",2607000,"Powiat ostrowiecki",2006,7620154.93
"9062",2608000,"Powiat pińczowski",2006,4687880.99
"9063",2609000,"Powiat sandomierski",2006,7609053.65
"9064",2610000,"Powiat skarżyski",2006,9410928.57
"9065",2611000,"Powiat starachowicki",2006,11136505.57
"9066",2612000,"Powiat staszowski",2006,20669824.54
"9067",2613000,"Powiat włoszczowski",2006,5758118.63
"9068",2801000,"Powiat bartoszycki",2006,2062556.16
"9069",2802000,"Powiat braniewski",2006,798398.08
"9070",2803000,"Powiat działdowski",2006,2408783.25
"9071",2804000,"Powiat elbląski",2006,3504616.54
"9072",2805000,"Powiat ełcki",2006,6883877.3
"9073",2806000,"Powiat giżycki",2006,3793978.23
"9074",2807000,"Powiat iławski",2006,7051777.46
"9075",2808000,"Powiat kętrzyński",2006,3509606.4
"9076",2809000,"Powiat lidzbarski",2006,2141814.67
"9077",2810000,"Powiat mrągowski",2006,2115615.86
"9078",2811000,"Powiat nidzicki",2006,1435393.83
"9079",2812000,"Powiat nowomiejski",2006,2234359.29
"9080",2813000,"Powiat olecki",2006,6611616.06
"9081",2814000,"Powiat olsztyński",2006,13900079.91
"9082",2815000,"Powiat ostródzki",2006,7327349.49
"9083",2816000,"Powiat piski",2006,6635009.38
"9084",2817000,"Powiat szczycieński",2006,14818858.46
"9085",2818000,"Powiat gołdapski",2006,2423146.92
"9086",2819000,"Powiat węgorzewski",2006,6804801.15
"9087",3001000,"Powiat chodzieski",2006,5970996.22
"9088",3002000,"Powiat czarnkowsko-trzcianecki",2006,4336216.6
"9089",3003000,"Powiat gnieźnieński",2006,7337633.45
"9090",3004000,"Powiat gostyński",2006,10081703.62
"9091",3005000,"Powiat grodziski",2006,1283192.26
"9092",3006000,"Powiat jarociński",2006,16097797.22
"9093",3007000,"Powiat kaliski",2006,2345934.09
"9094",3008000,"Powiat kępiński",2006,5635037.36
"9095",3009000,"Powiat kolski",2006,5544652.79
"9096",3010000,"Powiat koniński",2006,5981683.75
"9097",3011000,"Powiat kościański",2006,8134237.42
"9098",3012000,"Powiat krotoszyński",2006,4206520.87
"9099",3013000,"Powiat leszczyński",2006,14946866.29
