"","Kod","Nazwa","rok","Mieszkania_oddane_do_uzytkowania_ogolem_mieszkania"
"3339",2471000,"Powiat m.Piekary Śląskie",2003,48
"3340",2472000,"Powiat m.Ruda Śląska",2003,17
"3341",2473000,"Powiat m.Rybnik",2003,252
"3342",2474000,"Powiat m.Siemianowice Śląskie",2003,51
"3343",2475000,"Powiat m.Sosnowiec",2003,97
"3344",2476000,"Powiat m.Świętochłowice",2003,57
"3345",2477000,"Powiat m.Tychy",2003,235
"3346",2478000,"Powiat m.Zabrze",2003,88
"3347",2479000,"Powiat m.Żory",2003,172
"3348",2601000,"Powiat buski",2003,310
"3349",2602000,"Powiat jędrzejowski",2003,168
"3350",2603000,"Powiat kazimierski",2003,21
"3351",2604000,"Powiat kielecki",2003,1647
"3352",2605000,"Powiat konecki",2003,317
"3353",2606000,"Powiat opatowski",2003,112
"3354",2607000,"Powiat ostrowiecki",2003,290
"3355",2608000,"Powiat pińczowski",2003,54
"3356",2609000,"Powiat sandomierski",2003,79
"3357",2610000,"Powiat skarżyski",2003,182
"3358",2611000,"Powiat starachowicki",2003,192
"3359",2612000,"Powiat staszowski",2003,198
"3360",2613000,"Powiat włoszczowski",2003,188
"3361",2661000,"Powiat m.Kielce",2003,722
"3362",2801000,"Powiat bartoszycki",2003,103
"3363",2802000,"Powiat braniewski",2003,56
"3364",2803000,"Powiat działdowski",2003,246
"3365",2804000,"Powiat elbląski",2003,179
"3366",2805000,"Powiat ełcki",2003,211
"3367",2806000,"Powiat giżycki",2003,163
"3368",2807000,"Powiat iławski",2003,248
"3369",2808000,"Powiat kętrzyński",2003,161
"3370",2809000,"Powiat lidzbarski",2003,39
"3371",2810000,"Powiat mrągowski",2003,156
"3372",2811000,"Powiat nidzicki",2003,68
"3373",2812000,"Powiat nowomiejski",2003,162
"3374",2813000,"Powiat olecki",2003,62
"3375",2814000,"Powiat olsztyński",2003,668
"3376",2815000,"Powiat ostródzki",2003,243
"3377",2816000,"Powiat piski",2003,193
"3378",2817000,"Powiat szczycieński",2003,225
"3379",2818000,"Powiat gołdapski",2003,106
"3380",2819000,"Powiat węgorzewski",2003,89
"3381",2861000,"Powiat m.Elbląg",2003,465
"3382",2862000,"Powiat m.Olsztyn",2003,1337
"3383",3001000,"Powiat chodzieski",2003,116
"3384",3002000,"Powiat czarnkowsko-trzcianecki",2003,154
"3385",3003000,"Powiat gnieźnieński",2003,304
"3386",3004000,"Powiat gostyński",2003,70
"3387",3005000,"Powiat grodziski",2003,123
"3388",3006000,"Powiat jarociński",2003,198
"3389",3007000,"Powiat kaliski",2003,313
"3390",3008000,"Powiat kępiński",2003,217
"3391",3009000,"Powiat kolski",2003,279
"3392",3010000,"Powiat koniński",2003,485
"3393",3011000,"Powiat kościański",2003,209
"3394",3012000,"Powiat krotoszyński",2003,283
"3395",3013000,"Powiat leszczyński",2003,119
"3396",3014000,"Powiat międzychodzki",2003,154
"3397",3015000,"Powiat nowotomyski",2003,268
"3398",3016000,"Powiat obornicki",2003,135
"3399",3017000,"Powiat ostrowski",2003,406
"3400",3018000,"Powiat ostrzeszowski",2003,242
"3401",3019000,"Powiat pilski",2003,396
"3402",3020000,"Powiat pleszewski",2003,148
"3403",3021000,"Powiat poznański",2003,2423
"3404",3022000,"Powiat rawicki",2003,84
"3405",3023000,"Powiat słupecki",2003,212
"3406",3024000,"Powiat szamotulski",2003,204
"3407",3025000,"Powiat średzki",2003,106
"3408",3026000,"Powiat śremski",2003,152
"3409",3027000,"Powiat turecki",2003,181
"3410",3028000,"Powiat wągrowiecki",2003,168
"3411",3029000,"Powiat wolsztyński",2003,229
"3412",3030000,"Powiat wrzesiński",2003,193
"3413",3031000,"Powiat złotowski",2003,107
"3414",3061000,"Powiat m.Kalisz",2003,387
"3415",3062000,"Powiat m.Konin",2003,302
"3416",3063000,"Powiat m.Leszno",2003,303
"3417",3064000,"Powiat m.Poznań",2003,3054
"3418",3201000,"Powiat białogardzki",2003,51
"3419",3202000,"Powiat choszczeński",2003,20
"3420",3203000,"Powiat drawski",2003,44
"3421",3204000,"Powiat goleniowski",2003,293
"3422",3205000,"Powiat gryficki",2003,109
"3423",3206000,"Powiat gryfiński",2003,180
"3424",3207000,"Powiat kamieński",2003,156
"3425",3208000,"Powiat kołobrzeski",2003,350
"3426",3209000,"Powiat koszaliński",2003,144
"3427",3210000,"Powiat myśliborski",2003,111
"3428",3211000,"Powiat policki",2003,780
"3429",3212000,"Powiat pyrzycki",2003,38
"3430",3213000,"Powiat sławieński",2003,183
"3431",3214000,"Powiat stargardzki",2003,349
"3432",3215000,"Powiat szczecinecki",2003,224
"3433",3216000,"Powiat świdwiński",2003,53
"3434",3217000,"Powiat wałecki",2003,98
"3435",3218000,"Powiat łobeski",2003,24
"3436",3261000,"Powiat m.Koszalin",2003,314
"3437",3262000,"Powiat m.Szczecin",2003,1844
"3438",3263000,"Powiat m.Świnoujście",2003,237
"3439",201000,"Powiat bolesławiecki",2004,164
"3440",202000,"Powiat dzierżoniowski",2004,116
"3441",203000,"Powiat głogowski",2004,231
"3442",204000,"Powiat górowski",2004,28
"3443",205000,"Powiat jaworski",2004,47
"3444",206000,"Powiat jeleniogórski",2004,181
"3445",207000,"Powiat kamiennogórski",2004,123
"3446",208000,"Powiat kłodzki",2004,299
"3447",209000,"Powiat legnicki",2004,96
"3448",210000,"Powiat lubański",2004,48
"3449",211000,"Powiat lubiński",2004,173
"3450",212000,"Powiat lwówecki",2004,63
"3451",213000,"Powiat milicki",2004,50
"3452",214000,"Powiat oleśnicki",2004,241
"3453",215000,"Powiat oławski",2004,137
"3454",216000,"Powiat polkowicki",2004,82
"3455",217000,"Powiat strzeliński",2004,23
"3456",218000,"Powiat średzki",2004,132
"3457",219000,"Powiat świdnicki",2004,130
"3458",220000,"Powiat trzebnicki",2004,365
"3459",221000,"Powiat wałbrzyski",2004,174
"3460",222000,"Powiat wołowski",2004,78
"3461",223000,"Powiat wrocławski",2004,697
"3462",224000,"Powiat ząbkowicki",2004,77
"3463",225000,"Powiat zgorzelecki",2004,98
"3464",226000,"Powiat złotoryjski",2004,53
"3465",261000,"Powiat m.Jelenia Góra",2004,250
"3466",262000,"Powiat m.Legnica",2004,320
"3467",263000,"Powiat m.Wałbrzych do 2002",2004,NA
"3468",264000,"Powiat m.Wrocław",2004,2021
"3469",265000,"Powiat m.Wałbrzych od 2013",2004,NA
"3470",401000,"Powiat aleksandrowski",2004,183
"3471",402000,"Powiat brodnicki",2004,244
"3472",403000,"Powiat bydgoski",2004,444
"3473",404000,"Powiat chełmiński",2004,65
"3474",405000,"Powiat golubsko-dobrzyński",2004,58
"3475",406000,"Powiat grudziądzki",2004,83
"3476",407000,"Powiat inowrocławski",2004,248
"3477",408000,"Powiat lipnowski",2004,113
"3478",409000,"Powiat mogileński",2004,37
"3479",410000,"Powiat nakielski",2004,153
"3480",411000,"Powiat radziejowski",2004,28
"3481",412000,"Powiat rypiński",2004,47
"3482",413000,"Powiat sępoleński",2004,42
"3483",414000,"Powiat świecki",2004,105
"3484",415000,"Powiat toruński",2004,384
"3485",416000,"Powiat tucholski",2004,104
"3486",417000,"Powiat wąbrzeski",2004,64
"3487",418000,"Powiat włocławski",2004,190
"3488",419000,"Powiat żniński",2004,89
"3489",461000,"Powiat m.Bydgoszcz",2004,540
"3490",462000,"Powiat m.Grudziądz",2004,332
"3491",463000,"Powiat m.Toruń",2004,746
"3492",464000,"Powiat m.Włocławek",2004,307
"3493",601000,"Powiat bialski",2004,187
"3494",602000,"Powiat biłgorajski",2004,117
"3495",603000,"Powiat chełmski",2004,97
"3496",604000,"Powiat hrubieszowski",2004,42
"3497",605000,"Powiat janowski",2004,30
"3498",606000,"Powiat krasnostawski",2004,51
"3499",607000,"Powiat kraśnicki",2004,129
"3500",608000,"Powiat lubartowski",2004,99
"3501",609000,"Powiat lubelski",2004,588
"3502",610000,"Powiat łęczyński",2004,78
"3503",611000,"Powiat łukowski",2004,199
"3504",612000,"Powiat opolski",2004,35
"3505",613000,"Powiat parczewski",2004,94
"3506",614000,"Powiat puławski",2004,239
"3507",615000,"Powiat radzyński",2004,106
"3508",616000,"Powiat rycki",2004,68
"3509",617000,"Powiat świdnicki",2004,167
"3510",618000,"Powiat tomaszowski",2004,52
"3511",619000,"Powiat włodawski",2004,83
"3512",620000,"Powiat zamojski",2004,137
"3513",661000,"Powiat m.Biała Podlaska",2004,208
"3514",662000,"Powiat m.Chełm",2004,132
"3515",663000,"Powiat m.Lublin",2004,1081
"3516",664000,"Powiat m.Zamość",2004,118
"3517",801000,"Powiat gorzowski",2004,235
"3518",802000,"Powiat krośnieński",2004,74
"3519",803000,"Powiat międzyrzecki",2004,83
"3520",804000,"Powiat nowosolski",2004,125
"3521",805000,"Powiat słubicki",2004,77
"3522",806000,"Powiat strzelecko-drezdenecki",2004,145
"3523",807000,"Powiat sulęciński",2004,78
"3524",808000,"Powiat świebodziński",2004,86
"3525",809000,"Powiat zielonogórski",2004,348
"3526",810000,"Powiat żagański",2004,122
"3527",811000,"Powiat żarski",2004,161
"3528",812000,"Powiat wschowski",2004,90
"3529",861000,"Powiat m.Gorzów Wielkopolski",2004,546
"3530",862000,"Powiat m.Zielona Góra",2004,400
"3531",1001000,"Powiat bełchatowski",2004,358
"3532",1002000,"Powiat kutnowski",2004,128
"3533",1003000,"Powiat łaski",2004,124
"3534",1004000,"Powiat łęczycki",2004,17
"3535",1005000,"Powiat łowicki",2004,111
"3536",1006000,"Powiat łódzki wschodni",2004,311
"3537",1007000,"Powiat opoczyński",2004,167
"3538",1008000,"Powiat pabianicki",2004,256
"3539",1009000,"Powiat pajęczański",2004,61
"3540",1010000,"Powiat piotrkowski",2004,242
"3541",1011000,"Powiat poddębicki",2004,123
"3542",1012000,"Powiat radomszczański",2004,238
"3543",1013000,"Powiat rawski",2004,139
"3544",1014000,"Powiat sieradzki",2004,78
"3545",1015000,"Powiat skierniewicki",2004,71
"3546",1016000,"Powiat tomaszowski",2004,244
"3547",1017000,"Powiat wieluński",2004,158
"3548",1018000,"Powiat wieruszowski",2004,104
"3549",1019000,"Powiat zduńskowolski",2004,134
"3550",1020000,"Powiat zgierski",2004,421
"3551",1021000,"Powiat brzeziński",2004,95
"3552",1061000,"Powiat m.Łódź",2004,1384
"3553",1062000,"Powiat m.Piotrków Trybunalski",2004,236
"3554",1063000,"Powiat m.Skierniewice",2004,286
"3555",1201000,"Powiat bocheński",2004,269
"3556",1202000,"Powiat brzeski",2004,180
"3557",1203000,"Powiat chrzanowski",2004,176
"3558",1204000,"Powiat dąbrowski",2004,122
"3559",1205000,"Powiat gorlicki",2004,176
"3560",1206000,"Powiat krakowski",2004,797
"3561",1207000,"Powiat limanowski",2004,215
"3562",1208000,"Powiat miechowski",2004,19
"3563",1209000,"Powiat myślenicki",2004,265
"3564",1210000,"Powiat nowosądecki",2004,331
"3565",1211000,"Powiat nowotarski",2004,478
"3566",1212000,"Powiat olkuski",2004,172
"3567",1213000,"Powiat oświęcimski",2004,400
"3568",1214000,"Powiat proszowicki",2004,56
"3569",1215000,"Powiat suski",2004,376
"3570",1216000,"Powiat tarnowski",2004,456
"3571",1217000,"Powiat tatrzański",2004,260
"3572",1218000,"Powiat wadowicki",2004,398
"3573",1219000,"Powiat wielicki",2004,508
"3574",1261000,"Powiat m.Kraków",2004,4472
"3575",1262000,"Powiat m.Nowy Sącz",2004,336
"3576",1263000,"Powiat m.Tarnów",2004,356
"3577",1401000,"Powiat białobrzeski",2004,56
"3578",1402000,"Powiat ciechanowski",2004,189
"3579",1403000,"Powiat garwoliński",2004,363
"3580",1404000,"Powiat gostyniński",2004,112
"3581",1405000,"Powiat grodziski",2004,657
"3582",1406000,"Powiat grójecki",2004,225
"3583",1407000,"Powiat kozienicki",2004,133
"3584",1408000,"Powiat legionowski",2004,759
"3585",1409000,"Powiat lipski",2004,32
"3586",1410000,"Powiat łosicki",2004,29
"3587",1411000,"Powiat makowski",2004,139
"3588",1412000,"Powiat miński",2004,476
"3589",1413000,"Powiat mławski",2004,98
"3590",1414000,"Powiat nowodworski",2004,390
"3591",1415000,"Powiat ostrołęcki",2004,336
"3592",1416000,"Powiat ostrowski",2004,139
"3593",1417000,"Powiat otwocki",2004,823
"3594",1418000,"Powiat piaseczyński",2004,1713
"3595",1419000,"Powiat płocki",2004,374
"3596",1420000,"Powiat płoński",2004,157
"3597",1421000,"Powiat pruszkowski",2004,842
"3598",1422000,"Powiat przasnyski",2004,115
"3599",1423000,"Powiat przysuski",2004,35
"3600",1424000,"Powiat pułtuski",2004,168
"3601",1425000,"Powiat radomski",2004,289
"3602",1426000,"Powiat siedlecki",2004,54
"3603",1427000,"Powiat sierpecki",2004,86
"3604",1428000,"Powiat sochaczewski",2004,192
"3605",1429000,"Powiat sokołowski",2004,96
"3606",1430000,"Powiat szydłowiecki",2004,88
"3607",1431000,"Powiat warszawski",2004,NA
"3608",1432000,"Powiat warszawski zachodni",2004,694
"3609",1433000,"Powiat węgrowski",2004,98
"3610",1434000,"Powiat wołomiński",2004,1100
"3611",1435000,"Powiat wyszkowski",2004,150
"3612",1436000,"Powiat zwoleński",2004,97
"3613",1437000,"Powiat żuromiński",2004,40
"3614",1438000,"Powiat żyrardowski",2004,261
"3615",1461000,"Powiat m.Ostrołęka",2004,93
"3616",1462000,"Powiat m.Płock",2004,804
"3617",1463000,"Powiat m.Radom",2004,416
"3618",1464000,"Powiat m.Siedlce",2004,631
"3619",1465000,"Powiat m. st. Warszawa",2004,10300
"3620",1601000,"Powiat brzeski",2004,96
"3621",1602000,"Powiat głubczycki",2004,32
"3622",1603000,"Powiat kędzierzyńsko-kozielski",2004,131
"3623",1604000,"Powiat kluczborski",2004,65
"3624",1605000,"Powiat krapkowicki",2004,80
"3625",1606000,"Powiat namysłowski",2004,11
"3626",1607000,"Powiat nyski",2004,114
"3627",1608000,"Powiat oleski",2004,56
"3628",1609000,"Powiat opolski",2004,195
"3629",1610000,"Powiat prudnicki",2004,40
"3630",1611000,"Powiat strzelecki",2004,44
"3631",1661000,"Powiat m.Opole",2004,368
"3632",1801000,"Powiat bieszczadzki",2004,18
"3633",1802000,"Powiat brzozowski",2004,82
"3634",1803000,"Powiat dębicki",2004,311
"3635",1804000,"Powiat jarosławski",2004,247
"3636",1805000,"Powiat jasielski",2004,132
"3637",1806000,"Powiat kolbuszowski",2004,51
"3638",1807000,"Powiat krośnieński",2004,217
"3639",1808000,"Powiat leżajski",2004,127
"3640",1809000,"Powiat lubaczowski",2004,41
"3641",1810000,"Powiat łańcucki",2004,218
"3642",1811000,"Powiat mielecki",2004,201
"3643",1812000,"Powiat niżański",2004,200
"3644",1813000,"Powiat przemyski",2004,127
"3645",1814000,"Powiat przeworski",2004,162
"3646",1815000,"Powiat ropczycko-sędziszowski",2004,31
"3647",1816000,"Powiat rzeszowski",2004,697
"3648",1817000,"Powiat sanocki",2004,163
"3649",1818000,"Powiat stalowowolski",2004,366
"3650",1819000,"Powiat strzyżowski",2004,119
"3651",1820000,"Powiat tarnobrzeski",2004,65
"3652",1821000,"Powiat leski",2004,37
"3653",1861000,"Powiat m.Krosno",2004,116
"3654",1862000,"Powiat m.Przemyśl",2004,135
"3655",1863000,"Powiat m.Rzeszów",2004,645
"3656",1864000,"Powiat m.Tarnobrzeg",2004,63
"3657",2001000,"Powiat augustowski",2004,101
"3658",2002000,"Powiat białostocki",2004,632
"3659",2003000,"Powiat bielski",2004,45
"3660",2004000,"Powiat grajewski",2004,63
"3661",2005000,"Powiat hajnowski",2004,78
"3662",2006000,"Powiat kolneński",2004,58
"3663",2007000,"Powiat łomżyński",2004,115
"3664",2008000,"Powiat moniecki",2004,47
"3665",2009000,"Powiat sejneński",2004,59
"3666",2010000,"Powiat siemiatycki",2004,78
"3667",2011000,"Powiat sokólski",2004,69
"3668",2012000,"Powiat suwalski",2004,89
"3669",2013000,"Powiat wysokomazowiecki",2004,62
"3670",2014000,"Powiat zambrowski",2004,25
"3671",2061000,"Powiat m.Białystok",2004,1570
"3672",2062000,"Powiat m.Łomża",2004,168
"3673",2063000,"Powiat m.Suwałki",2004,118
"3674",2201000,"Powiat bytowski",2004,135
"3675",2202000,"Powiat chojnicki",2004,215
"3676",2203000,"Powiat człuchowski",2004,74
"3677",2204000,"Powiat gdański",2004,710
"3678",2205000,"Powiat kartuski",2004,297
"3679",2206000,"Powiat kościerski",2004,288
"3680",2207000,"Powiat kwidzyński",2004,168
"3681",2208000,"Powiat lęborski",2004,127
"3682",2209000,"Powiat malborski",2004,170
"3683",2210000,"Powiat nowodworski",2004,224
"3684",2211000,"Powiat pucki",2004,433
"3685",2212000,"Powiat słupski",2004,327
"3686",2213000,"Powiat starogardzki",2004,234
"3687",2214000,"Powiat tczewski",2004,481
"3688",2215000,"Powiat wejherowski",2004,888
"3689",2216000,"Powiat sztumski",2004,47
"3690",2261000,"Powiat m.Gdańsk",2004,2115
"3691",2262000,"Powiat m.Gdynia",2004,1025
"3692",2263000,"Powiat m.Słupsk",2004,478
"3693",2264000,"Powiat m.Sopot",2004,99
"3694",2401000,"Powiat będziński",2004,511
"3695",2402000,"Powiat bielski",2004,547
"3696",2403000,"Powiat cieszyński",2004,908
"3697",2404000,"Powiat częstochowski",2004,475
"3698",2405000,"Powiat gliwicki",2004,312
"3699",2406000,"Powiat kłobucki",2004,242
"3700",2407000,"Powiat lubliniecki",2004,231
"3701",2408000,"Powiat mikołowski",2004,301
"3702",2409000,"Powiat myszkowski",2004,245
"3703",2410000,"Powiat pszczyński",2004,360
"3704",2411000,"Powiat raciborski",2004,51
"3705",2412000,"Powiat rybnicki",2004,236
"3706",2413000,"Powiat tarnogórski",2004,212
"3707",2414000,"Powiat bieruńsko-lędziński",2004,130
"3708",2415000,"Powiat wodzisławski",2004,345
"3709",2416000,"Powiat zawierciański",2004,222
"3710",2417000,"Powiat żywiecki",2004,401
"3711",2461000,"Powiat m.Bielsko-Biała",2004,636
"3712",2462000,"Powiat m.Bytom",2004,30
"3713",2463000,"Powiat m.Chorzów",2004,27
"3714",2464000,"Powiat m.Częstochowa",2004,516
"3715",2465000,"Powiat m.Dąbrowa Górnicza",2004,91
"3716",2466000,"Powiat m.Gliwice",2004,333
"3717",2467000,"Powiat m.Jastrzębie-Zdrój",2004,135
"3718",2468000,"Powiat m.Jaworzno",2004,84
"3719",2469000,"Powiat m.Katowice",2004,711
"3720",2470000,"Powiat m.Mysłowice",2004,120
"3721",2471000,"Powiat m.Piekary Śląskie",2004,58
"3722",2472000,"Powiat m.Ruda Śląska",2004,146
"3723",2473000,"Powiat m.Rybnik",2004,232
"3724",2474000,"Powiat m.Siemianowice Śląskie",2004,44
"3725",2475000,"Powiat m.Sosnowiec",2004,151
"3726",2476000,"Powiat m.Świętochłowice",2004,12
"3727",2477000,"Powiat m.Tychy",2004,401
"3728",2478000,"Powiat m.Zabrze",2004,350
"3729",2479000,"Powiat m.Żory",2004,132
"3730",2601000,"Powiat buski",2004,116
"3731",2602000,"Powiat jędrzejowski",2004,59
"3732",2603000,"Powiat kazimierski",2004,26
"3733",2604000,"Powiat kielecki",2004,342
"3734",2605000,"Powiat konecki",2004,119
"3735",2606000,"Powiat opatowski",2004,56
"3736",2607000,"Powiat ostrowiecki",2004,260
"3737",2608000,"Powiat pińczowski",2004,48
"3738",2609000,"Powiat sandomierski",2004,72
"3739",2610000,"Powiat skarżyski",2004,90
"3740",2611000,"Powiat starachowicki",2004,124
"3741",2612000,"Powiat staszowski",2004,79
"3742",2613000,"Powiat włoszczowski",2004,84
"3743",2661000,"Powiat m.Kielce",2004,503
"3744",2801000,"Powiat bartoszycki",2004,48
"3745",2802000,"Powiat braniewski",2004,61
"3746",2803000,"Powiat działdowski",2004,169
"3747",2804000,"Powiat elbląski",2004,82
"3748",2805000,"Powiat ełcki",2004,357
"3749",2806000,"Powiat giżycki",2004,129
"3750",2807000,"Powiat iławski",2004,281
"3751",2808000,"Powiat kętrzyński",2004,32
"3752",2809000,"Powiat lidzbarski",2004,67
"3753",2810000,"Powiat mrągowski",2004,124
"3754",2811000,"Powiat nidzicki",2004,50
"3755",2812000,"Powiat nowomiejski",2004,131
"3756",2813000,"Powiat olecki",2004,42
"3757",2814000,"Powiat olsztyński",2004,408
"3758",2815000,"Powiat ostródzki",2004,275
"3759",2816000,"Powiat piski",2004,132
"3760",2817000,"Powiat szczycieński",2004,128
"3761",2818000,"Powiat gołdapski",2004,27
"3762",2819000,"Powiat węgorzewski",2004,38
"3763",2861000,"Powiat m.Elbląg",2004,342
"3764",2862000,"Powiat m.Olsztyn",2004,1213
"3765",3001000,"Powiat chodzieski",2004,89
"3766",3002000,"Powiat czarnkowsko-trzcianecki",2004,153
"3767",3003000,"Powiat gnieźnieński",2004,243
"3768",3004000,"Powiat gostyński",2004,72
"3769",3005000,"Powiat grodziski",2004,40
"3770",3006000,"Powiat jarociński",2004,131
"3771",3007000,"Powiat kaliski",2004,179
"3772",3008000,"Powiat kępiński",2004,224
"3773",3009000,"Powiat kolski",2004,215
"3774",3010000,"Powiat koniński",2004,382
"3775",3011000,"Powiat kościański",2004,164
"3776",3012000,"Powiat krotoszyński",2004,98
"3777",3013000,"Powiat leszczyński",2004,154
"3778",3014000,"Powiat międzychodzki",2004,87
"3779",3015000,"Powiat nowotomyski",2004,102
"3780",3016000,"Powiat obornicki",2004,151
"3781",3017000,"Powiat ostrowski",2004,540
"3782",3018000,"Powiat ostrzeszowski",2004,142
"3783",3019000,"Powiat pilski",2004,409
"3784",3020000,"Powiat pleszewski",2004,122
"3785",3021000,"Powiat poznański",2004,2342
"3786",3022000,"Powiat rawicki",2004,96
