"","Kod","Nazwa","rok","Liczba_kwoty_wyplaconych_dodatkow_mieszkaniowych_ogolem_kwota_zl"
"7734",1219000,"Powiat wielicki",2009,180363
"7735",1261000,"Powiat m.Kraków",2009,16177607
"7736",1262000,"Powiat m.Nowy Sącz",2009,2832977
"7737",1263000,"Powiat m.Tarnów",2009,4854640
"7738",1401000,"Powiat białobrzeski",2009,105757
"7739",1402000,"Powiat ciechanowski",2009,2493878
"7740",1403000,"Powiat garwoliński",2009,392657
"7741",1404000,"Powiat gostyniński",2009,717199
"7742",1405000,"Powiat grodziski",2009,977092
"7743",1406000,"Powiat grójecki",2009,444865
"7744",1407000,"Powiat kozienicki",2009,542577
"7745",1408000,"Powiat legionowski",2009,973201
"7746",1409000,"Powiat lipski",2009,143045
"7747",1410000,"Powiat łosicki",2009,261399
"7748",1411000,"Powiat makowski",2009,672593
"7749",1412000,"Powiat miński",2009,858120
"7750",1413000,"Powiat mławski",2009,1192288
"7751",1414000,"Powiat nowodworski",2009,1319099
"7752",1415000,"Powiat ostrołęcki",2009,367729
"7753",1416000,"Powiat ostrowski",2009,652241
"7754",1417000,"Powiat otwocki",2009,921567
"7755",1418000,"Powiat piaseczyński",2009,1028507
"7756",1419000,"Powiat płocki",2009,388669
"7757",1420000,"Powiat płoński",2009,822746
"7758",1421000,"Powiat pruszkowski",2009,1490100
"7759",1422000,"Powiat przasnyski",2009,671946
"7760",1423000,"Powiat przysuski",2009,108124
"7761",1424000,"Powiat pułtuski",2009,1024221
"7762",1425000,"Powiat radomski",2009,864467
"7763",1426000,"Powiat siedlecki",2009,141996
"7764",1427000,"Powiat sierpecki",2009,1288236
"7765",1428000,"Powiat sochaczewski",2009,1266907
"7766",1429000,"Powiat sokołowski",2009,316494
"7767",1430000,"Powiat szydłowiecki",2009,466999
"7768",1432000,"Powiat warszawski zachodni",2009,292718
"7769",1433000,"Powiat węgrowski",2009,782245
"7770",1434000,"Powiat wołomiński",2009,1762623
"7771",1435000,"Powiat wyszkowski",2009,505634
"7772",1436000,"Powiat zwoleński",2009,105333
"7773",1437000,"Powiat żuromiński",2009,705852
"7774",1438000,"Powiat żyrardowski",2009,1676926
"7775",1461000,"Powiat m.Ostrołęka",2009,2532508
"7776",1462000,"Powiat m.Płock",2009,5487520
"7777",1463000,"Powiat m.Radom",2009,10104820
"7778",1464000,"Powiat m.Siedlce",2009,1587142
"7779",1465000,"Powiat m. st. Warszawa",2009,28618080
"7780",1601000,"Powiat brzeski",2009,2136633
"7781",1602000,"Powiat głubczycki",2009,821022
"7782",1603000,"Powiat kędzierzyńsko-kozielski",2009,2363800
"7783",1604000,"Powiat kluczborski",2009,1475010
"7784",1605000,"Powiat krapkowicki",2009,909368
"7785",1606000,"Powiat namysłowski",2009,614651
"7786",1607000,"Powiat nyski",2009,2347978
"7787",1608000,"Powiat oleski",2009,512075
"7788",1609000,"Powiat opolski",2009,825174
"7789",1610000,"Powiat prudnicki",2009,1480975
"7790",1611000,"Powiat strzelecki",2009,1201253
"7791",1661000,"Powiat m.Opole",2009,2006004
"7792",1801000,"Powiat bieszczadzki",2009,957910
"7793",1802000,"Powiat brzozowski",2009,165436
"7794",1803000,"Powiat dębicki",2009,2041642
"7795",1804000,"Powiat jarosławski",2009,1866745
"7796",1805000,"Powiat jasielski",2009,2351118
"7797",1806000,"Powiat kolbuszowski",2009,351723
"7798",1807000,"Powiat krośnieński",2009,290596
"7799",1808000,"Powiat leżajski",2009,644125
"7800",1809000,"Powiat lubaczowski",2009,741421
"7801",1810000,"Powiat łańcucki",2009,286286
"7802",1811000,"Powiat mielecki",2009,1514932
"7803",1812000,"Powiat niżański",2009,635835
"7804",1813000,"Powiat przemyski",2009,280734
"7805",1814000,"Powiat przeworski",2009,558338
"7806",1815000,"Powiat ropczycko-sędziszowski",2009,229914
"7807",1816000,"Powiat rzeszowski",2009,355887
"7808",1817000,"Powiat sanocki",2009,1784792
"7809",1818000,"Powiat stalowowolski",2009,1056191
"7810",1819000,"Powiat strzyżowski",2009,280331
"7811",1820000,"Powiat tarnobrzeski",2009,850106
"7812",1821000,"Powiat leski",2009,402683
"7813",1861000,"Powiat m.Krosno",2009,1026094
"7814",1862000,"Powiat m.Przemyśl",2009,5001835
"7815",1863000,"Powiat m.Rzeszów",2009,6457358
"7816",1864000,"Powiat m.Tarnobrzeg",2009,2134575
"7817",2001000,"Powiat augustowski",2009,982727
"7818",2002000,"Powiat białostocki",2009,2039632
"7819",2003000,"Powiat bielski",2009,1154992
"7820",2004000,"Powiat grajewski",2009,1092717
"7821",2005000,"Powiat hajnowski",2009,1440065
"7822",2006000,"Powiat kolneński",2009,756067
"7823",2007000,"Powiat łomżyński",2009,208710
"7824",2008000,"Powiat moniecki",2009,677604
"7825",2009000,"Powiat sejneński",2009,348102
"7826",2010000,"Powiat siemiatycki",2009,436026
"7827",2011000,"Powiat sokólski",2009,1509348
"7828",2012000,"Powiat suwalski",2009,449237
"7829",2013000,"Powiat wysokomazowiecki",2009,402270
"7830",2014000,"Powiat zambrowski",2009,958608
"7831",2061000,"Powiat m.Białystok",2009,12553425
"7832",2062000,"Powiat m.Łomża",2009,3354844
"7833",2063000,"Powiat m.Suwałki",2009,3818276
"7834",2201000,"Powiat bytowski",2009,714775
"7835",2202000,"Powiat chojnicki",2009,2805273
"7836",2203000,"Powiat człuchowski",2009,1784537
"7837",2204000,"Powiat gdański",2009,1126969
"7838",2205000,"Powiat kartuski",2009,1227732
"7839",2206000,"Powiat kościerski",2009,1728417
"7840",2207000,"Powiat kwidzyński",2009,2599367
"7841",2208000,"Powiat lęborski",2009,1621140
"7842",2209000,"Powiat malborski",2009,2222990
"7843",2210000,"Powiat nowodworski",2009,965174
"7844",2211000,"Powiat pucki",2009,814122
"7845",2212000,"Powiat słupski",2009,1398981
"7846",2213000,"Powiat starogardzki",2009,2662763
"7847",2214000,"Powiat tczewski",2009,3498452
"7848",2215000,"Powiat wejherowski",2009,4013038
"7849",2216000,"Powiat sztumski",2009,2033688
"7850",2261000,"Powiat m.Gdańsk",2009,10319129
"7851",2262000,"Powiat m.Gdynia",2009,4677290
"7852",2263000,"Powiat m.Słupsk",2009,1971818
"7853",2264000,"Powiat m.Sopot",2009,637571
"7854",2401000,"Powiat będziński",2009,4617906
"7855",2402000,"Powiat bielski",2009,1004033
"7856",2403000,"Powiat cieszyński",2009,2394010
"7857",2404000,"Powiat częstochowski",2009,577508
"7858",2405000,"Powiat gliwicki",2009,2088523
"7859",2406000,"Powiat kłobucki",2009,242685
"7860",2407000,"Powiat lubliniecki",2009,819723
"7861",2408000,"Powiat mikołowski",2009,1926105
"7862",2409000,"Powiat myszkowski",2009,1637184
"7863",2410000,"Powiat pszczyński",2009,653258
"7864",2411000,"Powiat raciborski",2009,2637050
"7865",2412000,"Powiat rybnicki",2009,712375
"7866",2413000,"Powiat tarnogórski",2009,2833942
"7867",2414000,"Powiat bieruńsko-lędziński",2009,278095
"7868",2415000,"Powiat wodzisławski",2009,2458573
"7869",2416000,"Powiat zawierciański",2009,3431750
"7870",2417000,"Powiat żywiecki",2009,1115576
"7871",2461000,"Powiat m.Bielsko-Biała",2009,4362786
"7872",2462000,"Powiat m.Bytom",2009,7286931
"7873",2463000,"Powiat m.Chorzów",2009,13758936
"7874",2464000,"Powiat m.Częstochowa",2009,8658630
"7875",2465000,"Powiat m.Dąbrowa Górnicza",2009,3098052
"7876",2466000,"Powiat m.Gliwice",2009,7741791
"7877",2467000,"Powiat m.Jastrzębie-Zdrój",2009,2258734
"7878",2468000,"Powiat m.Jaworzno",2009,1617774
"7879",2469000,"Powiat m.Katowice",2009,14706907
"7880",2470000,"Powiat m.Mysłowice",2009,3322013
"7881",2471000,"Powiat m.Piekary Śląskie",2009,2578724
"7882",2472000,"Powiat m.Ruda Śląska",2009,5201944
"7883",2473000,"Powiat m.Rybnik",2009,3449248
"7884",2474000,"Powiat m.Siemianowice Śląskie",2009,3747250
"7885",2475000,"Powiat m.Sosnowiec",2009,9018213
"7886",2476000,"Powiat m.Świętochłowice",2009,2827669
"7887",2477000,"Powiat m.Tychy",2009,4225958
"7888",2478000,"Powiat m.Zabrze",2009,8971255
"7889",2479000,"Powiat m.Żory",2009,835784
"7890",2601000,"Powiat buski",2009,699778
"7891",2602000,"Powiat jędrzejowski",2009,671574
"7892",2603000,"Powiat kazimierski",2009,155047
"7893",2604000,"Powiat kielecki",2009,472072
"7894",2605000,"Powiat konecki",2009,675224
"7895",2606000,"Powiat opatowski",2009,384164
"7896",2607000,"Powiat ostrowiecki",2009,1743129
"7897",2608000,"Powiat pińczowski",2009,773175
"7898",2609000,"Powiat sandomierski",2009,723088
"7899",2610000,"Powiat skarżyski",2009,1284329
"7900",2611000,"Powiat starachowicki",2009,1791626
"7901",2612000,"Powiat staszowski",2009,576407
"7902",2613000,"Powiat włoszczowski",2009,245183
"7903",2661000,"Powiat m.Kielce",2009,3306000
"7904",2801000,"Powiat bartoszycki",2009,3466749
"7905",2802000,"Powiat braniewski",2009,1448803
"7906",2803000,"Powiat działdowski",2009,1644496
"7907",2804000,"Powiat elbląski",2009,777978
"7908",2805000,"Powiat ełcki",2009,2351848
"7909",2806000,"Powiat giżycki",2009,2569443
"7910",2807000,"Powiat iławski",2009,1463903
"7911",2808000,"Powiat kętrzyński",2009,2619432
"7912",2809000,"Powiat lidzbarski",2009,1463130
"7913",2810000,"Powiat mrągowski",2009,1853561
"7914",2811000,"Powiat nidzicki",2009,702557
"7915",2812000,"Powiat nowomiejski",2009,517042
"7916",2813000,"Powiat olecki",2009,1534264
"7917",2814000,"Powiat olsztyński",2009,2615426
"7918",2815000,"Powiat ostródzki",2009,1975792
"7919",2816000,"Powiat piski",2009,2397659
"7920",2817000,"Powiat szczycieński",2009,1459293
"7921",2818000,"Powiat gołdapski",2009,2156388
"7922",2819000,"Powiat węgorzewski",2009,1129017
"7923",2861000,"Powiat m.Elbląg",2009,5069628
"7924",2862000,"Powiat m.Olsztyn",2009,6304696
"7925",3001000,"Powiat chodzieski",2009,966599
"7926",3002000,"Powiat czarnkowsko-trzcianecki",2009,1750852
"7927",3003000,"Powiat gnieźnieński",2009,5248114
"7928",3004000,"Powiat gostyński",2009,1130175
"7929",3005000,"Powiat grodziski",2009,609129
"7930",3006000,"Powiat jarociński",2009,1159212
"7931",3007000,"Powiat kaliski",2009,413656
"7932",3008000,"Powiat kępiński",2009,573201
"7933",3009000,"Powiat kolski",2009,1884551
"7934",3010000,"Powiat koniński",2009,770837
"7935",3011000,"Powiat kościański",2009,1632356
"7936",3012000,"Powiat krotoszyński",2009,1887123
"7937",3013000,"Powiat leszczyński",2009,328708
"7938",3014000,"Powiat międzychodzki",2009,635168
"7939",3015000,"Powiat nowotomyski",2009,592486
"7940",3016000,"Powiat obornicki",2009,1022896
"7941",3017000,"Powiat ostrowski",2009,3918150
"7942",3018000,"Powiat ostrzeszowski",2009,677855
"7943",3019000,"Powiat pilski",2009,4653130
"7944",3020000,"Powiat pleszewski",2009,1544342
"7945",3021000,"Powiat poznański",2009,3357551
"7946",3022000,"Powiat rawicki",2009,874961
"7947",3023000,"Powiat słupecki",2009,924554
"7948",3024000,"Powiat szamotulski",2009,1842755
"7949",3025000,"Powiat średzki",2009,634576
"7950",3026000,"Powiat śremski",2009,1604989
"7951",3027000,"Powiat turecki",2009,1228540
"7952",3028000,"Powiat wągrowiecki",2009,2007230
"7953",3029000,"Powiat wolsztyński",2009,530243
"7954",3030000,"Powiat wrzesiński",2009,2000804
"7955",3031000,"Powiat złotowski",2009,2428771
"7956",3061000,"Powiat m.Kalisz",2009,6327751
"7957",3062000,"Powiat m.Konin",2009,2727567
"7958",3063000,"Powiat m.Leszno",2009,1871814
"7959",3064000,"Powiat m.Poznań",2009,11761607
"7960",3201000,"Powiat białogardzki",2009,1256749
"7961",3202000,"Powiat choszczeński",2009,1454517
"7962",3203000,"Powiat drawski",2009,3130137
"7963",3204000,"Powiat goleniowski",2009,1694553
"7964",3205000,"Powiat gryficki",2009,1966393
"7965",3206000,"Powiat gryfiński",2009,1535007
"7966",3207000,"Powiat kamieński",2009,1341648
"7967",3208000,"Powiat kołobrzeski",2009,1403663
"7968",3209000,"Powiat koszaliński",2009,892411
"7969",3210000,"Powiat myśliborski",2009,1916249
"7970",3211000,"Powiat policki",2009,1190525
"7971",3212000,"Powiat pyrzycki",2009,981220
"7972",3213000,"Powiat sławieński",2009,1036935
"7973",3214000,"Powiat stargardzki",2009,4587760
"7974",3215000,"Powiat szczecinecki",2009,2902184
"7975",3216000,"Powiat świdwiński",2009,1100326
"7976",3217000,"Powiat wałecki",2009,2203816
"7977",3218000,"Powiat łobeski",2009,900018
"7978",3261000,"Powiat m.Koszalin",2009,3099461
"7979",3262000,"Powiat m.Szczecin",2009,13371524
"7980",3263000,"Powiat m.Świnoujście",2009,810080
"7981",201000,"Powiat bolesławiecki",2010,1822368
"7982",202000,"Powiat dzierżoniowski",2010,3103477
"7983",203000,"Powiat głogowski",2010,2450434
"7984",204000,"Powiat górowski",2010,920915
"7985",205000,"Powiat jaworski",2010,1194736
"7986",206000,"Powiat jeleniogórski",2010,1373212
"7987",207000,"Powiat kamiennogórski",2010,982039
"7988",208000,"Powiat kłodzki",2010,4828629
"7989",209000,"Powiat legnicki",2010,1007204
"7990",210000,"Powiat lubański",2010,1974179
"7991",211000,"Powiat lubiński",2010,1901301
"7992",212000,"Powiat lwówecki",2010,768402
"7993",213000,"Powiat milicki",2010,405467
"7994",214000,"Powiat oleśnicki",2010,2513898
"7995",215000,"Powiat oławski",2010,1452609
"7996",216000,"Powiat polkowicki",2010,1188039
"7997",217000,"Powiat strzeliński",2010,911004
"7998",218000,"Powiat średzki",2010,313847
"7999",219000,"Powiat świdnicki",2010,1948429
"8000",220000,"Powiat trzebnicki",2010,956936
"8001",221000,"Powiat wałbrzyski",2010,9048719
"8002",222000,"Powiat wołowski",2010,1028408
"8003",223000,"Powiat wrocławski",2010,384977
"8004",224000,"Powiat ząbkowicki",2010,1496223
"8005",225000,"Powiat zgorzelecki",2010,1914345
"8006",226000,"Powiat złotoryjski",2010,1171036
"8007",261000,"Powiat m.Jelenia Góra",2010,1782184
"8008",262000,"Powiat m.Legnica",2010,4790480
"8009",264000,"Powiat m.Wrocław",2010,9604270
"8010",265000,"Powiat m.Wałbrzych od 2013",2010,NA
"8011",401000,"Powiat aleksandrowski",2010,834201
"8012",402000,"Powiat brodnicki",2010,1820100
"8013",403000,"Powiat bydgoski",2010,2218033
"8014",404000,"Powiat chełmiński",2010,1800021
"8015",405000,"Powiat golubsko-dobrzyński",2010,1352262
"8016",406000,"Powiat grudziądzki",2010,921278
"8017",407000,"Powiat inowrocławski",2010,6937647
"8018",408000,"Powiat lipnowski",2010,1106776
"8019",409000,"Powiat mogileński",2010,1374812
"8020",410000,"Powiat nakielski",2010,3215733
"8021",411000,"Powiat radziejowski",2010,725645
"8022",412000,"Powiat rypiński",2010,1149082
"8023",413000,"Powiat sępoleński",2010,1411032
"8024",414000,"Powiat świecki",2010,2423525
"8025",415000,"Powiat toruński",2010,1553230
"8026",416000,"Powiat tucholski",2010,1443532
"8027",417000,"Powiat wąbrzeski",2010,1233545
"8028",418000,"Powiat włocławski",2010,784912
"8029",419000,"Powiat żniński",2010,2600302
"8030",461000,"Powiat m.Bydgoszcz",2010,15527752
"8031",462000,"Powiat m.Grudziądz",2010,8968822
"8032",463000,"Powiat m.Toruń",2010,8238546
"8033",464000,"Powiat m.Włocławek",2010,4228743
"8034",601000,"Powiat bialski",2010,1572546
"8035",602000,"Powiat biłgorajski",2010,990103
"8036",603000,"Powiat chełmski",2010,679928
"8037",604000,"Powiat hrubieszowski",2010,1263281
"8038",605000,"Powiat janowski",2010,261968
"8039",606000,"Powiat krasnostawski",2010,824599
"8040",607000,"Powiat kraśnicki",2010,1308080
"8041",608000,"Powiat lubartowski",2010,690697
"8042",609000,"Powiat lubelski",2010,858959
"8043",610000,"Powiat łęczyński",2010,660999
"8044",611000,"Powiat łukowski",2010,952075
"8045",612000,"Powiat opolski",2010,1634182
"8046",613000,"Powiat parczewski",2010,584356
"8047",614000,"Powiat puławski",2010,1664180
"8048",615000,"Powiat radzyński",2010,875991
"8049",616000,"Powiat rycki",2010,540284
"8050",617000,"Powiat świdnicki",2010,1126638
"8051",618000,"Powiat tomaszowski",2010,1417009
"8052",619000,"Powiat włodawski",2010,901093
"8053",620000,"Powiat zamojski",2010,302754
"8054",661000,"Powiat m.Biała Podlaska",2010,2209977
"8055",662000,"Powiat m.Chełm",2010,1927380
"8056",663000,"Powiat m.Lublin",2010,13658136
"8057",664000,"Powiat m.Zamość",2010,4756268
"8058",801000,"Powiat gorzowski",2010,952537
"8059",802000,"Powiat krośnieński",2010,2024485
"8060",803000,"Powiat międzyrzecki",2010,1995017
"8061",804000,"Powiat nowosolski",2010,3153196
"8062",805000,"Powiat słubicki",2010,1194904
"8063",806000,"Powiat strzelecko-drezdenecki",2010,1270223
"8064",807000,"Powiat sulęciński",2010,867377
"8065",808000,"Powiat świebodziński",2010,762486
"8066",809000,"Powiat zielonogórski",2010,1379008
"8067",810000,"Powiat żagański",2010,3168173
"8068",811000,"Powiat żarski",2010,2613674
"8069",812000,"Powiat wschowski",2010,526657
"8070",861000,"Powiat m.Gorzów Wielkopolski",2010,4398961
"8071",862000,"Powiat m.Zielona Góra",2010,3270502
"8072",1001000,"Powiat bełchatowski",2010,2101099
"8073",1002000,"Powiat kutnowski",2010,3805004
"8074",1003000,"Powiat łaski",2010,999178
"8075",1004000,"Powiat łęczycki",2010,682155
"8076",1005000,"Powiat łowicki",2010,991033
"8077",1006000,"Powiat łódzki wschodni",2010,442444
"8078",1007000,"Powiat opoczyński",2010,612134
"8079",1008000,"Powiat pabianicki",2010,2477913
"8080",1009000,"Powiat pajęczański",2010,230635
"8081",1010000,"Powiat piotrkowski",2010,526173
"8082",1011000,"Powiat poddębicki",2010,440452
"8083",1012000,"Powiat radomszczański",2010,1199257
"8084",1013000,"Powiat rawski",2010,767270
"8085",1014000,"Powiat sieradzki",2010,1781709
"8086",1015000,"Powiat skierniewicki",2010,9805
"8087",1016000,"Powiat tomaszowski",2010,2165597
"8088",1017000,"Powiat wieluński",2010,1189127
"8089",1018000,"Powiat wieruszowski",2010,429049
"8090",1019000,"Powiat zduńskowolski",2010,1551706
"8091",1020000,"Powiat zgierski",2010,3243218
"8092",1021000,"Powiat brzeziński",2010,361177
"8093",1061000,"Powiat m.Łódź",2010,22164700
"8094",1062000,"Powiat m.Piotrków Trybunalski",2010,3897397
"8095",1063000,"Powiat m.Skierniewice",2010,817614
"8096",1201000,"Powiat bocheński",2010,520649
"8097",1202000,"Powiat brzeski",2010,438590
"8098",1203000,"Powiat chrzanowski",2010,3284212
"8099",1204000,"Powiat dąbrowski",2010,329984
"8100",1205000,"Powiat gorlicki",2010,1356933
"8101",1206000,"Powiat krakowski",2010,899761
"8102",1207000,"Powiat limanowski",2010,504520
"8103",1208000,"Powiat miechowski",2010,401609
"8104",1209000,"Powiat myślenicki",2010,257682
"8105",1210000,"Powiat nowosądecki",2010,991836
"8106",1211000,"Powiat nowotarski",2010,1100266
"8107",1212000,"Powiat olkuski",2010,1643621
"8108",1213000,"Powiat oświęcimski",2010,3118816
"8109",1214000,"Powiat proszowicki",2010,395964
"8110",1215000,"Powiat suski",2010,176195
"8111",1216000,"Powiat tarnowski",2010,386185
"8112",1217000,"Powiat tatrzański",2010,530385
"8113",1218000,"Powiat wadowicki",2010,1762802
"8114",1219000,"Powiat wielicki",2010,235378
"8115",1261000,"Powiat m.Kraków",2010,17174167
"8116",1262000,"Powiat m.Nowy Sącz",2010,2964559
"8117",1263000,"Powiat m.Tarnów",2010,5160568
"8118",1401000,"Powiat białobrzeski",2010,114325
"8119",1402000,"Powiat ciechanowski",2010,2616405
"8120",1403000,"Powiat garwoliński",2010,408639
"8121",1404000,"Powiat gostyniński",2010,783560
"8122",1405000,"Powiat grodziski",2010,1075270
"8123",1406000,"Powiat grójecki",2010,534432
"8124",1407000,"Powiat kozienicki",2010,635102
"8125",1408000,"Powiat legionowski",2010,957613
"8126",1409000,"Powiat lipski",2010,134027
"8127",1410000,"Powiat łosicki",2010,266621
"8128",1411000,"Powiat makowski",2010,679261
"8129",1412000,"Powiat miński",2010,953082
"8130",1413000,"Powiat mławski",2010,1067276
"8131",1414000,"Powiat nowodworski",2010,1277431
