"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_wydatki_majatkowe_inwestycyjne_zl"
"15441",206000,"Powiat jeleniogórski",2006,5135561.5
"15442",207000,"Powiat kamiennogórski",2006,1754791.16
"15443",208000,"Powiat kłodzki",2006,7603874.48
"15444",209000,"Powiat legnicki",2006,2147916.74
"15445",210000,"Powiat lubański",2006,1986713.69
"15446",211000,"Powiat lubiński",2006,7413357.62
"15447",212000,"Powiat lwówecki",2006,2226697.89
"15448",213000,"Powiat milicki",2006,5732641.49
"15449",214000,"Powiat oleśnicki",2006,12985790.2
"15450",215000,"Powiat oławski",2006,1702013.78
"15451",216000,"Powiat polkowicki",2006,7558006.43
"15452",217000,"Powiat strzeliński",2006,3821325.23
"15453",218000,"Powiat średzki",2006,6437900.93
"15454",219000,"Powiat świdnicki",2006,18972606.35
"15455",220000,"Powiat trzebnicki",2006,3710858.15
"15456",221000,"Powiat wałbrzyski",2006,10915554.43
"15457",222000,"Powiat wołowski",2006,8236757.31
"15458",223000,"Powiat wrocławski",2006,12764404.4
"15459",224000,"Powiat ząbkowicki",2006,2467229.41
"15460",225000,"Powiat zgorzelecki",2006,10212208.17
"15461",226000,"Powiat złotoryjski",2006,11587568.69
"15462",401000,"Powiat aleksandrowski",2006,823051.2
"15463",402000,"Powiat brodnicki",2006,4580689.29
"15464",403000,"Powiat bydgoski",2006,5715379.68
"15465",404000,"Powiat chełmiński",2006,4168871.85
"15466",405000,"Powiat golubsko-dobrzyński",2006,1848288.58
"15467",406000,"Powiat grudziądzki",2006,2855034.66
"15468",407000,"Powiat inowrocławski",2006,9504631
"15469",408000,"Powiat lipnowski",2006,2216188.45
"15470",409000,"Powiat mogileński",2006,2133447.79
"15471",410000,"Powiat nakielski",2006,5301300.32
"15472",411000,"Powiat radziejowski",2006,2651433.63
"15473",412000,"Powiat rypiński",2006,659328.46
"15474",413000,"Powiat sępoleński",2006,3452048.88
"15475",414000,"Powiat świecki",2006,6562780.25
"15476",415000,"Powiat toruński",2006,5033272.31
"15477",416000,"Powiat tucholski",2006,4591183.37
"15478",417000,"Powiat wąbrzeski",2006,12218936.78
"15479",418000,"Powiat włocławski",2006,3313573.44
"15480",419000,"Powiat żniński",2006,3292159.64
"15481",601000,"Powiat bialski",2006,3772811.78
"15482",602000,"Powiat biłgorajski",2006,8282268.14
"15483",603000,"Powiat chełmski",2006,1563081.93
"15484",604000,"Powiat hrubieszowski",2006,3039861.93
"15485",605000,"Powiat janowski",2006,4059431.87
"15486",606000,"Powiat krasnostawski",2006,15909394.84
"15487",607000,"Powiat kraśnicki",2006,6645023.56
"15488",608000,"Powiat lubartowski",2006,2109718.93
"15489",609000,"Powiat lubelski",2006,16626352.03
"15490",610000,"Powiat łęczyński",2006,11443176.74
"15491",611000,"Powiat łukowski",2006,31480795.11
"15492",612000,"Powiat opolski",2006,6893432.26
"15493",613000,"Powiat parczewski",2006,3172324.94
"15494",614000,"Powiat puławski",2006,5757045.11
"15495",615000,"Powiat radzyński",2006,6258573.56
"15496",616000,"Powiat rycki",2006,13432843.64
"15497",617000,"Powiat świdnicki",2006,7840951.34
"15498",618000,"Powiat tomaszowski",2006,14168739.29
"15499",619000,"Powiat włodawski",2006,4894548.08
"15500",620000,"Powiat zamojski",2006,5488978.32
"15501",801000,"Powiat gorzowski",2006,4321470.53
"15502",802000,"Powiat krośnieński",2006,11596598.31
"15503",803000,"Powiat międzyrzecki",2006,8405052.07
"15504",804000,"Powiat nowosolski",2006,6993583.88
"15505",805000,"Powiat słubicki",2006,4420180.55
"15506",806000,"Powiat strzelecko-drezdenecki",2006,3942857.57
"15507",807000,"Powiat sulęciński",2006,1806999.54
"15508",808000,"Powiat świebodziński",2006,3084147.24
"15509",809000,"Powiat zielonogórski",2006,9525057.17
"15510",810000,"Powiat żagański",2006,7827094.02
"15511",811000,"Powiat żarski",2006,5094539.89
"15512",812000,"Powiat wschowski",2006,3892157.58
"15513",1001000,"Powiat bełchatowski",2006,8661298.14
"15514",1002000,"Powiat kutnowski",2006,8393034.62
"15515",1003000,"Powiat łaski",2006,2251699.66
"15516",1004000,"Powiat łęczycki",2006,2369705.32
"15517",1005000,"Powiat łowicki",2006,4751980.08
"15518",1006000,"Powiat łódzki wschodni",2006,3094442.03
"15519",1007000,"Powiat opoczyński",2006,5072443.63
"15520",1008000,"Powiat pabianicki",2006,2889048.05
"15521",1009000,"Powiat pajęczański",2006,8210522.92
"15522",1010000,"Powiat piotrkowski",2006,1431494.02
"15523",1011000,"Powiat poddębicki",2006,9946879.56
"15524",1012000,"Powiat radomszczański",2006,25581901.27
"15525",1013000,"Powiat rawski",2006,6052390.23
"15526",1014000,"Powiat sieradzki",2006,13269491.59
"15527",1015000,"Powiat skierniewicki",2006,764623.28
"15528",1016000,"Powiat tomaszowski",2006,4683070.15
"15529",1017000,"Powiat wieluński",2006,6031339.49
"15530",1018000,"Powiat wieruszowski",2006,4326123.98
"15531",1019000,"Powiat zduńskowolski",2006,1560125.38
"15532",1020000,"Powiat zgierski",2006,2788039.52
"15533",1021000,"Powiat brzeziński",2006,5868365.43
"15534",1201000,"Powiat bocheński",2006,2736708.18
"15535",1202000,"Powiat brzeski",2006,5747603.3
"15536",1203000,"Powiat chrzanowski",2006,10714837.06
"15537",1204000,"Powiat dąbrowski",2006,9380692.1
"15538",1205000,"Powiat gorlicki",2006,13879646.26
"15539",1206000,"Powiat krakowski",2006,15291155.79
"15540",1207000,"Powiat limanowski",2006,19641873.85
"15541",1208000,"Powiat miechowski",2006,3875038.76
"15542",1209000,"Powiat myślenicki",2006,9103144
"15543",1210000,"Powiat nowosądecki",2006,13315333.67
"15544",1211000,"Powiat nowotarski",2006,25952021.14
"15545",1212000,"Powiat olkuski",2006,4031840.44
"15546",1213000,"Powiat oświęcimski",2006,19827209.77
"15547",1214000,"Powiat proszowicki",2006,4094355.19
"15548",1215000,"Powiat suski",2006,3388473.44
"15549",1216000,"Powiat tarnowski",2006,12457675.19
"15550",1217000,"Powiat tatrzański",2006,4434333.36
"15551",1218000,"Powiat wadowicki",2006,17894083.12
"15552",1219000,"Powiat wielicki",2006,10830358.66
"15553",1401000,"Powiat białobrzeski",2006,2452587.47
"15554",1402000,"Powiat ciechanowski",2006,5311162.21
"15555",1403000,"Powiat garwoliński",2006,17946784.14
"15556",1404000,"Powiat gostyniński",2006,3480293.92
"15557",1405000,"Powiat grodziski",2006,29734281.14
"15558",1406000,"Powiat grójecki",2006,10406280.22
"15559",1407000,"Powiat kozienicki",2006,5208565.05
"15560",1408000,"Powiat legionowski",2006,10881662.95
"15561",1409000,"Powiat lipski",2006,3029538.29
"15562",1410000,"Powiat łosicki",2006,7784557.94
"15563",1411000,"Powiat makowski",2006,7931479.75
"15564",1412000,"Powiat miński",2006,7802381.66
"15565",1413000,"Powiat mławski",2006,3535644.45
"15566",1414000,"Powiat nowodworski",2006,5775698.81
"15567",1415000,"Powiat ostrołęcki",2006,11892119.97
"15568",1416000,"Powiat ostrowski",2006,4718086.56
"15569",1417000,"Powiat otwocki",2006,7945400.73
"15570",1418000,"Powiat piaseczyński",2006,20971679.49
"15571",1419000,"Powiat płocki",2006,8019226.16
"15572",1420000,"Powiat płoński",2006,20968649.42
"15573",1421000,"Powiat pruszkowski",2006,20296657.07
"15574",1422000,"Powiat przasnyski",2006,19804106.82
"15575",1423000,"Powiat przysuski",2006,10563896.76
"15576",1424000,"Powiat pułtuski",2006,20501681.21
"15577",1425000,"Powiat radomski",2006,14366731.03
"15578",1426000,"Powiat siedlecki",2006,4367744
"15579",1427000,"Powiat sierpecki",2006,5029357.68
"15580",1428000,"Powiat sochaczewski",2006,3086308.44
"15581",1429000,"Powiat sokołowski",2006,9635269.23
"15582",1430000,"Powiat szydłowiecki",2006,2345906.26
"15583",1431000,"Powiat warszawski",2006,NA
"15584",1432000,"Powiat warszawski zachodni",2006,10575576.4
"15585",1433000,"Powiat węgrowski",2006,5346906.79
"15586",1434000,"Powiat wołomiński",2006,11997277.96
"15587",1435000,"Powiat wyszkowski",2006,7037620.4
"15588",1436000,"Powiat zwoleński",2006,2699557.48
"15589",1437000,"Powiat żuromiński",2006,2945828.35
"15590",1438000,"Powiat żyrardowski",2006,4473830.3
"15591",1601000,"Powiat brzeski",2006,4575465.86
"15592",1602000,"Powiat głubczycki",2006,7217371.16
"15593",1603000,"Powiat kędzierzyńsko-kozielski",2006,6854068.41
"15594",1604000,"Powiat kluczborski",2006,834922.61
"15595",1605000,"Powiat krapkowicki",2006,1719865.19
"15596",1606000,"Powiat namysłowski",2006,1930035.45
"15597",1607000,"Powiat nyski",2006,9554421.55
"15598",1608000,"Powiat oleski",2006,2354324.81
"15599",1609000,"Powiat opolski",2006,2251085.61
"15600",1610000,"Powiat prudnicki",2006,610601.92
"15601",1611000,"Powiat strzelecki",2006,10188692.07
"15602",1801000,"Powiat bieszczadzki",2006,12535525.12
"15603",1802000,"Powiat brzozowski",2006,4482830.79
"15604",1803000,"Powiat dębicki",2006,13209161.74
"15605",1804000,"Powiat jarosławski",2006,14145503.57
"15606",1805000,"Powiat jasielski",2006,7541650.99
"15607",1806000,"Powiat kolbuszowski",2006,6120946.43
"15608",1807000,"Powiat krośnieński",2006,6099213.02
"15609",1808000,"Powiat leżajski",2006,11717710.95
"15610",1809000,"Powiat lubaczowski",2006,12833180.11
"15611",1810000,"Powiat łańcucki",2006,5492232.33
"15612",1811000,"Powiat mielecki",2006,9776160.53
"15613",1812000,"Powiat niżański",2006,7677331.31
"15614",1813000,"Powiat przemyski",2006,4482606.13
"15615",1814000,"Powiat przeworski",2006,983761.98
"15616",1815000,"Powiat ropczycko-sędziszowski",2006,6639879.8
"15617",1816000,"Powiat rzeszowski",2006,7760989.39
"15618",1817000,"Powiat sanocki",2006,10526662.27
"15619",1818000,"Powiat stalowowolski",2006,12351086.26
"15620",1819000,"Powiat strzyżowski",2006,8523241.01
"15621",1820000,"Powiat tarnobrzeski",2006,2945456.32
"15622",1821000,"Powiat leski",2006,7382906.87
"15623",2001000,"Powiat augustowski",2006,5879801.7
"15624",2002000,"Powiat białostocki",2006,12660500.48
"15625",2003000,"Powiat bielski",2006,6271384.27
"15626",2004000,"Powiat grajewski",2006,2561693.23
"15627",2005000,"Powiat hajnowski",2006,5914099.96
"15628",2006000,"Powiat kolneński",2006,1634313.34
"15629",2007000,"Powiat łomżyński",2006,2856240.44
"15630",2008000,"Powiat moniecki",2006,3255845
"15631",2009000,"Powiat sejneński",2006,4367358.72
"15632",2010000,"Powiat siemiatycki",2006,10754906.01
"15633",2011000,"Powiat sokólski",2006,11545890.04
"15634",2012000,"Powiat suwalski",2006,3648844.81
"15635",2013000,"Powiat wysokomazowiecki",2006,13471216.62
"15636",2014000,"Powiat zambrowski",2006,436507.82
"15637",2201000,"Powiat bytowski",2006,6229422.49
"15638",2202000,"Powiat chojnicki",2006,4142704.51
"15639",2203000,"Powiat człuchowski",2006,28061805.52
"15640",2204000,"Powiat gdański",2006,5225888.97
"15641",2205000,"Powiat kartuski",2006,8800227.41
"15642",2206000,"Powiat kościerski",2006,5056136.79
"15643",2207000,"Powiat kwidzyński",2006,3644175.42
"15644",2208000,"Powiat lęborski",2006,1427099
"15645",2209000,"Powiat malborski",2006,10312835.68
"15646",2210000,"Powiat nowodworski",2006,1241461.26
"15647",2211000,"Powiat pucki",2006,6787730.69
"15648",2212000,"Powiat słupski",2006,9438571.67
"15649",2213000,"Powiat starogardzki",2006,1388419.81
"15650",2214000,"Powiat tczewski",2006,6722252.86
"15651",2215000,"Powiat wejherowski",2006,10516190.32
"15652",2216000,"Powiat sztumski",2006,5846351.31
"15653",2401000,"Powiat będziński",2006,15300652.51
"15654",2402000,"Powiat bielski",2006,8210710.94
"15655",2403000,"Powiat cieszyński",2006,18784681.59
"15656",2404000,"Powiat częstochowski",2006,11357977.56
"15657",2405000,"Powiat gliwicki",2006,7769349.96
"15658",2406000,"Powiat kłobucki",2006,7114205.09
"15659",2407000,"Powiat lubliniecki",2006,8232703.7
"15660",2408000,"Powiat mikołowski",2006,15840794.75
"15661",2409000,"Powiat myszkowski",2006,4512553.19
"15662",2410000,"Powiat pszczyński",2006,8365696.33
"15663",2411000,"Powiat raciborski",2006,14350527.79
"15664",2412000,"Powiat rybnicki",2006,5217851.87
"15665",2413000,"Powiat tarnogórski",2006,10446838.39
"15666",2414000,"Powiat bieruńsko-lędziński",2006,4151324.36
"15667",2415000,"Powiat wodzisławski",2006,9893682.92
"15668",2416000,"Powiat zawierciański",2006,5598578.28
"15669",2417000,"Powiat żywiecki",2006,2142451.47
"15670",2601000,"Powiat buski",2006,9057396.36
"15671",2602000,"Powiat jędrzejowski",2006,8360416.32
"15672",2603000,"Powiat kazimierski",2006,10073859.97
"15673",2604000,"Powiat kielecki",2006,20941131.48
"15674",2605000,"Powiat konecki",2006,4707246.03
"15675",2606000,"Powiat opatowski",2006,14034392.4
"15676",2607000,"Powiat ostrowiecki",2006,7620154.93
"15677",2608000,"Powiat pińczowski",2006,4687880.99
"15678",2609000,"Powiat sandomierski",2006,7609053.65
"15679",2610000,"Powiat skarżyski",2006,9410928.57
"15680",2611000,"Powiat starachowicki",2006,11136505.57
"15681",2612000,"Powiat staszowski",2006,20669824.54
"15682",2613000,"Powiat włoszczowski",2006,5758118.63
"15683",2801000,"Powiat bartoszycki",2006,2062556.16
"15684",2802000,"Powiat braniewski",2006,798398.08
"15685",2803000,"Powiat działdowski",2006,2408783.25
"15686",2804000,"Powiat elbląski",2006,3504616.54
"15687",2805000,"Powiat ełcki",2006,6883877.3
"15688",2806000,"Powiat giżycki",2006,3793978.23
"15689",2807000,"Powiat iławski",2006,7051777.46
"15690",2808000,"Powiat kętrzyński",2006,3509606.4
"15691",2809000,"Powiat lidzbarski",2006,2141814.67
"15692",2810000,"Powiat mrągowski",2006,2115615.86
"15693",2811000,"Powiat nidzicki",2006,1435393.83
"15694",2812000,"Powiat nowomiejski",2006,2234359.29
"15695",2813000,"Powiat olecki",2006,6611616.06
"15696",2814000,"Powiat olsztyński",2006,13900079.91
"15697",2815000,"Powiat ostródzki",2006,7327349.49
"15698",2816000,"Powiat piski",2006,6635009.38
"15699",2817000,"Powiat szczycieński",2006,14818858.46
"15700",2818000,"Powiat gołdapski",2006,2423146.92
"15701",2819000,"Powiat węgorzewski",2006,6804801.15
"15702",3001000,"Powiat chodzieski",2006,5970996.22
"15703",3002000,"Powiat czarnkowsko-trzcianecki",2006,4336216.6
"15704",3003000,"Powiat gnieźnieński",2006,7157633.45
"15705",3004000,"Powiat gostyński",2006,10081703.62
"15706",3005000,"Powiat grodziski",2006,1283192.26
"15707",3006000,"Powiat jarociński",2006,16097797.22
"15708",3007000,"Powiat kaliski",2006,2345934.09
"15709",3008000,"Powiat kępiński",2006,5635037.36
"15710",3009000,"Powiat kolski",2006,5544652.79
"15711",3010000,"Powiat koniński",2006,5981683.75
"15712",3011000,"Powiat kościański",2006,8134237.42
"15713",3012000,"Powiat krotoszyński",2006,4206520.87
"15714",3013000,"Powiat leszczyński",2006,14946866.29
"15715",3014000,"Powiat międzychodzki",2006,1813964.29
"15716",3015000,"Powiat nowotomyski",2006,1891085.9
"15717",3016000,"Powiat obornicki",2006,2429301.18
"15718",3017000,"Powiat ostrowski",2006,14618275.24
"15719",3018000,"Powiat ostrzeszowski",2006,3229566.72
"15720",3019000,"Powiat pilski",2006,9234426.4
"15721",3020000,"Powiat pleszewski",2006,5882731.39
"15722",3021000,"Powiat poznański",2006,21943743.17
"15723",3022000,"Powiat rawicki",2006,5746989.88
"15724",3023000,"Powiat słupecki",2006,2741637.83
"15725",3024000,"Powiat szamotulski",2006,7580977.6
"15726",3025000,"Powiat średzki",2006,6418185.44
"15727",3026000,"Powiat śremski",2006,3735378.83
"15728",3027000,"Powiat turecki",2006,2914900.45
"15729",3028000,"Powiat wągrowiecki",2006,2176459.62
"15730",3029000,"Powiat wolsztyński",2006,6425455.35
"15731",3030000,"Powiat wrzesiński",2006,4532076.53
"15732",3031000,"Powiat złotowski",2006,4723615.81
"15733",3201000,"Powiat białogardzki",2006,5702031.22
"15734",3202000,"Powiat choszczeński",2006,728157.27
"15735",3203000,"Powiat drawski",2006,2602872.56
"15736",3204000,"Powiat goleniowski",2006,5369298.95
"15737",3205000,"Powiat gryficki",2006,5746993.72
"15738",3206000,"Powiat gryfiński",2006,4182127.48
"15739",3207000,"Powiat kamieński",2006,11901784.8
"15740",3208000,"Powiat kołobrzeski",2006,3582550.45
"15741",3209000,"Powiat koszaliński",2006,3613605.68
"15742",3210000,"Powiat myśliborski",2006,8732648.8
"15743",3211000,"Powiat policki",2006,5228096.4
"15744",3212000,"Powiat pyrzycki",2006,1862020.87
"15745",3213000,"Powiat sławieński",2006,3912087.1
"15746",3214000,"Powiat stargardzki",2006,4603194.35
"15747",3215000,"Powiat szczecinecki",2006,13094921.15
"15748",3216000,"Powiat świdwiński",2006,3240533.29
"15749",3217000,"Powiat wałecki",2006,1188575.59
"15750",3218000,"Powiat łobeski",2006,6256533.99
"15751",201000,"Powiat bolesławiecki",2007,5485258.64
"15752",202000,"Powiat dzierżoniowski",2007,1497142.17
"15753",203000,"Powiat głogowski",2007,1667743.58
"15754",204000,"Powiat górowski",2007,1408647.09
"15755",205000,"Powiat jaworski",2007,2032282.35
"15756",206000,"Powiat jeleniogórski",2007,2263757.09
"15757",207000,"Powiat kamiennogórski",2007,2265980.09
"15758",208000,"Powiat kłodzki",2007,8075821.43
"15759",209000,"Powiat legnicki",2007,1042317
"15760",210000,"Powiat lubański",2007,894019.19
"15761",211000,"Powiat lubiński",2007,9638101.34
"15762",212000,"Powiat lwówecki",2007,8897567.72
"15763",213000,"Powiat milicki",2007,10993322.16
"15764",214000,"Powiat oleśnicki",2007,11072513.03
"15765",215000,"Powiat oławski",2007,1861694.12
"15766",216000,"Powiat polkowicki",2007,5808064.98
"15767",217000,"Powiat strzeliński",2007,5806618.42
"15768",218000,"Powiat średzki",2007,1028642.68
"15769",219000,"Powiat świdnicki",2007,22422644.41
"15770",220000,"Powiat trzebnicki",2007,3271468.85
"15771",221000,"Powiat wałbrzyski",2007,14782362.55
"15772",222000,"Powiat wołowski",2007,2275854.5
"15773",223000,"Powiat wrocławski",2007,12989143.01
"15774",224000,"Powiat ząbkowicki",2007,1404820.5
"15775",225000,"Powiat zgorzelecki",2007,4907158.55
"15776",226000,"Powiat złotoryjski",2007,15933447.41
"15777",401000,"Powiat aleksandrowski",2007,1171883.25
"15778",402000,"Powiat brodnicki",2007,6803857.47
"15779",403000,"Powiat bydgoski",2007,1658782.21
"15780",404000,"Powiat chełmiński",2007,9556644.97
"15781",405000,"Powiat golubsko-dobrzyński",2007,2270013.94
"15782",406000,"Powiat grudziądzki",2007,472296.87
"15783",407000,"Powiat inowrocławski",2007,7582084.68
"15784",408000,"Powiat lipnowski",2007,3596546.36
"15785",409000,"Powiat mogileński",2007,903024.35
"15786",410000,"Powiat nakielski",2007,1996591.78
"15787",411000,"Powiat radziejowski",2007,905786.09
"15788",412000,"Powiat rypiński",2007,2117563.2
"15789",413000,"Powiat sępoleński",2007,3733570.24
"15790",414000,"Powiat świecki",2007,6586797.53
"15791",415000,"Powiat toruński",2007,4309108.52
"15792",416000,"Powiat tucholski",2007,4633584.19
