"","Kod","Nazwa","rok","Lozka_w_szpitalach_ogolnych_wskazniki_loZka_w_szpitalach_ogolnych"
"1708",2461000,"Powiat m.Bielsko-Biała",2009,1210
"1709",2462000,"Powiat m.Bytom",2009,1695
"1710",2463000,"Powiat m.Chorzów",2009,866
"1711",2464000,"Powiat m.Częstochowa",2009,1795
"1712",2465000,"Powiat m.Dąbrowa Górnicza",2009,508
"1713",2466000,"Powiat m.Gliwice",2009,1018
"1714",2467000,"Powiat m.Jastrzębie-Zdrój",2009,636
"1715",2468000,"Powiat m.Jaworzno",2009,385
"1716",2469000,"Powiat m.Katowice",2009,3483
"1717",2470000,"Powiat m.Mysłowice",2009,272
"1718",2471000,"Powiat m.Piekary Śląskie",2009,430
"1719",2472000,"Powiat m.Ruda Śląska",2009,516
"1720",2473000,"Powiat m.Rybnik",2009,749
"1721",2474000,"Powiat m.Siemianowice Śląskie",2009,300
"1722",2475000,"Powiat m.Sosnowiec",2009,1584
"1723",2476000,"Powiat m.Świętochłowice",2009,257
"1724",2477000,"Powiat m.Tychy",2009,884
"1725",2478000,"Powiat m.Zabrze",2009,1276
"1726",2479000,"Powiat m.Żory",2009,166
"1727",2601000,"Powiat buski",2009,570
"1728",2602000,"Powiat jędrzejowski",2009,177
"1729",2603000,"Powiat kazimierski",2009,57
"1730",2604000,"Powiat kielecki",2009,458
"1731",2605000,"Powiat konecki",2009,582
"1732",2606000,"Powiat opatowski",2009,167
"1733",2607000,"Powiat ostrowiecki",2009,495
"1734",2608000,"Powiat pińczowski",2009,139
"1735",2609000,"Powiat sandomierski",2009,524
"1736",2610000,"Powiat skarżyski",2009,403
"1737",2611000,"Powiat starachowicki",2009,488
"1738",2612000,"Powiat staszowski",2009,289
"1739",2613000,"Powiat włoszczowski",2009,325
"1740",2661000,"Powiat m.Kielce",2009,1638
"1741",2801000,"Powiat bartoszycki",2009,349
"1742",2802000,"Powiat braniewski",2009,94
"1743",2803000,"Powiat działdowski",2009,344
"1744",2804000,"Powiat elbląski",2009,50
"1745",2805000,"Powiat ełcki",2009,287
"1746",2806000,"Powiat giżycki",2009,237
"1747",2807000,"Powiat iławski",2009,305
"1748",2808000,"Powiat kętrzyński",2009,184
"1749",2809000,"Powiat lidzbarski",2009,148
"1750",2810000,"Powiat mrągowski",2009,134
"1751",2811000,"Powiat nidzicki",2009,88
"1752",2812000,"Powiat nowomiejski",2009,156
"1753",2813000,"Powiat olecki",2009,133
"1754",2814000,"Powiat olsztyński",2009,475
"1755",2815000,"Powiat ostródzki",2009,355
"1756",2816000,"Powiat piski",2009,210
"1757",2817000,"Powiat szczycieński",2009,152
"1758",2818000,"Powiat gołdapski",2009,54
"1759",2819000,"Powiat węgorzewski",2009,89
"1760",2861000,"Powiat m.Elbląg",2009,927
"1761",2862000,"Powiat m.Olsztyn",2009,1285
"1762",3001000,"Powiat chodzieski",2009,371
"1763",3002000,"Powiat czarnkowsko-trzcianecki",2009,313
"1764",3003000,"Powiat gnieźnieński",2009,361
"1765",3004000,"Powiat gostyński",2009,290
"1766",3005000,"Powiat grodziski",2009,127
"1767",3006000,"Powiat jarociński",2009,191
"1768",3007000,"Powiat kaliski",2009,144
"1769",3008000,"Powiat kępiński",2009,254
"1770",3009000,"Powiat kolski",2009,234
"1771",3011000,"Powiat kościański",2009,268
"1772",3012000,"Powiat krotoszyński",2009,268
"1773",3013000,"Powiat leszczyński",2009,80
"1774",3014000,"Powiat międzychodzki",2009,160
"1775",3015000,"Powiat nowotomyski",2009,164
"1776",3016000,"Powiat obornicki",2009,371
"1777",3017000,"Powiat ostrowski",2009,506
"1778",3018000,"Powiat ostrzeszowski",2009,124
"1779",3019000,"Powiat pilski",2009,767
"1780",3020000,"Powiat pleszewski",2009,282
"1781",3021000,"Powiat poznański",2009,298
"1782",3022000,"Powiat rawicki",2009,155
"1783",3023000,"Powiat słupecki",2009,249
"1784",3024000,"Powiat szamotulski",2009,203
"1785",3025000,"Powiat średzki",2009,151
"1786",3026000,"Powiat śremski",2009,423
"1787",3027000,"Powiat turecki",2009,203
"1788",3028000,"Powiat wągrowiecki",2009,227
"1789",3029000,"Powiat wolsztyński",2009,179
"1790",3030000,"Powiat wrzesiński",2009,210
"1791",3031000,"Powiat złotowski",2009,309
"1792",3061000,"Powiat m.Kalisz",2009,869
"1793",3062000,"Powiat m.Konin",2009,835
"1794",3063000,"Powiat m.Leszno",2009,528
"1795",3064000,"Powiat m.Poznań",2009,5809
"1796",3201000,"Powiat białogardzki",2009,320
"1797",3202000,"Powiat choszczeński",2009,352
"1798",3203000,"Powiat drawski",2009,156
"1799",3204000,"Powiat goleniowski",2009,283
"1800",3205000,"Powiat gryficki",2009,464
"1801",3206000,"Powiat gryfiński",2009,101
"1802",3207000,"Powiat kamieński",2009,97
"1803",3208000,"Powiat kołobrzeski",2009,424
"1804",3210000,"Powiat myśliborski",2009,266
"1805",3211000,"Powiat policki",2009,209
"1806",3212000,"Powiat pyrzycki",2009,155
"1807",3213000,"Powiat sławieński",2009,179
"1808",3214000,"Powiat stargardzki",2009,340
"1809",3215000,"Powiat szczecinecki",2009,199
"1810",3216000,"Powiat świdwiński",2009,142
"1811",3217000,"Powiat wałecki",2009,0
"1812",3218000,"Powiat łobeski",2009,55
"1813",3261000,"Powiat m.Koszalin",2009,734
"1814",3262000,"Powiat m.Szczecin",2009,3359
"1815",3263000,"Powiat m.Świnoujście",2009,117
"1816",201000,"Powiat bolesławiecki",2010,188
"1817",202000,"Powiat dzierżoniowski",2010,240
"1818",203000,"Powiat głogowski",2010,308
"1819",204000,"Powiat górowski",2010,106
"1820",205000,"Powiat jaworski",2010,84
"1821",206000,"Powiat jeleniogórski",2010,726
"1822",207000,"Powiat kamiennogórski",2010,431
"1823",208000,"Powiat kłodzki",2010,810
"1824",210000,"Powiat lubański",2010,301
"1825",211000,"Powiat lubiński",2010,718
"1826",212000,"Powiat lwówecki",2010,327
"1827",213000,"Powiat milicki",2010,210
"1828",214000,"Powiat oleśnicki",2010,301
"1829",215000,"Powiat oławski",2010,263
"1830",217000,"Powiat strzeliński",2010,121
"1831",218000,"Powiat średzki",2010,87
"1832",219000,"Powiat świdnicki",2010,502
"1833",220000,"Powiat trzebnicki",2010,381
"1834",221000,"Powiat wałbrzyski",2010,911
"1835",222000,"Powiat wołowski",2010,156
"1836",223000,"Powiat wrocławski",2010,23
"1837",224000,"Powiat ząbkowicki",2010,101
"1838",225000,"Powiat zgorzelecki",2010,545
"1839",226000,"Powiat złotoryjski",2010,260
"1840",261000,"Powiat m.Jelenia Góra",2010,558
"1841",262000,"Powiat m.Legnica",2010,665
"1842",264000,"Powiat m.Wrocław",2010,4803
"1843",265000,"Powiat m.Wałbrzych od 2013",2010,NA
"1844",401000,"Powiat aleksandrowski",2010,217
"1845",402000,"Powiat brodnicki",2010,0
"1846",403000,"Powiat bydgoski",2010,0
"1847",404000,"Powiat chełmiński",2010,185
"1848",405000,"Powiat golubsko-dobrzyński",2010,225
"1849",406000,"Powiat grudziądzki",2010,43
"1850",407000,"Powiat inowrocławski",2010,561
"1851",408000,"Powiat lipnowski",2010,365
"1852",409000,"Powiat mogileński",2010,132
"1853",410000,"Powiat nakielski",2010,222
"1854",411000,"Powiat radziejowski",2010,278
"1855",412000,"Powiat rypiński",2010,176
"1856",413000,"Powiat sępoleński",2010,133
"1857",414000,"Powiat świecki",2010,307
"1858",415000,"Powiat toruński",2010,121
"1859",416000,"Powiat tucholski",2010,117
"1860",417000,"Powiat wąbrzeski",2010,128
"1861",419000,"Powiat żniński",2010,170
"1862",461000,"Powiat m.Bydgoszcz",2010,2870
"1863",462000,"Powiat m.Grudziądz",2010,897
"1864",463000,"Powiat m.Toruń",2010,1211
"1865",464000,"Powiat m.Włocławek",2010,660
"1866",601000,"Powiat bialski",2010,153
"1867",602000,"Powiat biłgorajski",2010,338
"1868",603000,"Powiat chełmski",2010,44
"1869",604000,"Powiat hrubieszowski",2010,428
"1870",605000,"Powiat janowski",2010,304
"1871",606000,"Powiat krasnostawski",2010,314
"1872",607000,"Powiat kraśnicki",2010,356
"1873",608000,"Powiat lubartowski",2010,316
"1874",609000,"Powiat lubelski",2010,172
"1875",610000,"Powiat łęczyński",2010,123
"1876",611000,"Powiat łukowski",2010,539
"1877",612000,"Powiat opolski",2010,367
"1878",613000,"Powiat parczewski",2010,238
"1879",614000,"Powiat puławski",2010,656
"1880",615000,"Powiat radzyński",2010,282
"1881",616000,"Powiat rycki",2010,63
"1882",617000,"Powiat świdnicki",2010,250
"1883",618000,"Powiat tomaszowski",2010,482
"1884",619000,"Powiat włodawski",2010,253
"1885",620000,"Powiat zamojski",2010,73
"1886",661000,"Powiat m.Biała Podlaska",2010,582
"1887",662000,"Powiat m.Chełm",2010,603
"1888",663000,"Powiat m.Lublin",2010,3591
"1889",664000,"Powiat m.Zamość",2010,763
"1890",801000,"Powiat gorzowski",2010,161
"1891",802000,"Powiat krośnieński",2010,154
"1892",803000,"Powiat międzyrzecki",2010,260
"1893",804000,"Powiat nowosolski",2010,475
"1894",805000,"Powiat słubicki",2010,160
"1895",806000,"Powiat strzelecko-drezdenecki",2010,134
"1896",807000,"Powiat sulęciński",2010,381
"1897",808000,"Powiat świebodziński",2010,206
"1898",809000,"Powiat zielonogórski",2010,222
"1899",810000,"Powiat żagański",2010,79
"1900",811000,"Powiat żarski",2010,183
"1901",812000,"Powiat wschowski",2010,87
"1902",861000,"Powiat m.Gorzów Wielkopolski",2010,889
"1903",862000,"Powiat m.Zielona Góra",2010,800
"1904",1001000,"Powiat bełchatowski",2010,872
"1905",1002000,"Powiat kutnowski",2010,418
"1906",1003000,"Powiat łaski",2010,319
"1907",1004000,"Powiat łęczycki",2010,245
"1908",1005000,"Powiat łowicki",2010,219
"1909",1006000,"Powiat łódzki wschodni",2010,292
"1910",1007000,"Powiat opoczyński",2010,230
"1911",1008000,"Powiat pabianicki",2010,460
"1912",1009000,"Powiat pajęczański",2010,68
"1913",1010000,"Powiat piotrkowski",2010,28
"1914",1011000,"Powiat poddębicki",2010,123
"1915",1012000,"Powiat radomszczański",2010,325
"1916",1013000,"Powiat rawski",2010,166
"1917",1014000,"Powiat sieradzki",2010,786
"1918",1016000,"Powiat tomaszowski",2010,442
"1919",1017000,"Powiat wieluński",2010,328
"1920",1018000,"Powiat wieruszowski",2010,70
"1921",1019000,"Powiat zduńskowolski",2010,213
"1922",1020000,"Powiat zgierski",2010,925
"1923",1021000,"Powiat brzeziński",2010,181
"1924",1061000,"Powiat m.Łódź",2010,5829
"1925",1062000,"Powiat m.Piotrków Trybunalski",2010,606
"1926",1063000,"Powiat m.Skierniewice",2010,388
"1927",1201000,"Powiat bocheński",2010,224
"1928",1202000,"Powiat brzeski",2010,290
"1929",1203000,"Powiat chrzanowski",2010,577
"1930",1204000,"Powiat dąbrowski",2010,269
"1931",1205000,"Powiat gorlicki",2010,517
"1932",1206000,"Powiat krakowski",2010,342
"1933",1207000,"Powiat limanowski",2010,414
"1934",1208000,"Powiat miechowski",2010,308
"1935",1209000,"Powiat myślenicki",2010,318
"1936",1210000,"Powiat nowosądecki",2010,203
"1937",1211000,"Powiat nowotarski",2010,835
"1938",1212000,"Powiat olkuski",2010,520
"1939",1213000,"Powiat oświęcimski",2010,507
"1940",1214000,"Powiat proszowicki",2010,274
"1941",1215000,"Powiat suski",2010,413
"1942",1216000,"Powiat tarnowski",2010,116
"1943",1217000,"Powiat tatrzański",2010,693
"1944",1218000,"Powiat wadowicki",2010,319
"1945",1219000,"Powiat wielicki",2010,10
"1946",1261000,"Powiat m.Kraków",2010,5487
"1947",1262000,"Powiat m.Nowy Sącz",2010,599
"1948",1263000,"Powiat m.Tarnów",2010,1039
"1949",1402000,"Powiat ciechanowski",2010,663
"1950",1403000,"Powiat garwoliński",2010,288
"1951",1404000,"Powiat gostyniński",2010,456
"1952",1405000,"Powiat grodziski",2010,337
"1953",1406000,"Powiat grójecki",2010,725
"1954",1407000,"Powiat kozienicki",2010,365
"1955",1408000,"Powiat legionowski",2010,75
"1956",1409000,"Powiat lipski",2010,234
"1957",1410000,"Powiat łosicki",2010,123
"1958",1411000,"Powiat makowski",2010,211
"1959",1412000,"Powiat miński",2010,402
"1960",1413000,"Powiat mławski",2010,174
"1961",1414000,"Powiat nowodworski",2010,159
"1962",1416000,"Powiat ostrowski",2010,231
"1963",1417000,"Powiat otwocki",2010,1133
"1964",1418000,"Powiat piaseczyński",2010,671
"1965",1420000,"Powiat płoński",2010,284
"1966",1421000,"Powiat pruszkowski",2010,389
"1967",1422000,"Powiat przasnyski",2010,302
"1968",1423000,"Powiat przysuski",2010,67
"1969",1424000,"Powiat pułtuski",2010,136
"1970",1425000,"Powiat radomski",2010,240
"1971",1427000,"Powiat sierpecki",2010,195
"1972",1428000,"Powiat sochaczewski",2010,343
"1973",1429000,"Powiat sokołowski",2010,280
"1974",1432000,"Powiat warszawski zachodni",2010,152
"1975",1433000,"Powiat węgrowski",2010,171
"1976",1434000,"Powiat wołomiński",2010,426
"1977",1435000,"Powiat wyszkowski",2010,239
"1978",1436000,"Powiat zwoleński",2010,45
"1979",1437000,"Powiat żuromiński",2010,155
"1980",1438000,"Powiat żyrardowski",2010,317
"1981",1461000,"Powiat m.Ostrołęka",2010,445
"1982",1462000,"Powiat m.Płock",2010,1156
"1983",1463000,"Powiat m.Radom",2010,1468
"1984",1464000,"Powiat m.Siedlce",2010,782
"1985",1465000,"Powiat m. st. Warszawa",2010,10347
"1986",1601000,"Powiat brzeski",2010,278
"1987",1602000,"Powiat głubczycki",2010,154
"1988",1603000,"Powiat kędzierzyńsko-kozielski",2010,405
"1989",1604000,"Powiat kluczborski",2010,165
"1990",1605000,"Powiat krapkowicki",2010,126
"1991",1606000,"Powiat namysłowski",2010,217
"1992",1607000,"Powiat nyski",2010,912
"1993",1608000,"Powiat oleski",2010,243
"1994",1609000,"Powiat opolski",2010,253
"1995",1610000,"Powiat prudnicki",2010,189
"1996",1611000,"Powiat strzelecki",2010,199
"1997",1661000,"Powiat m.Opole",2010,1246
"1998",1801000,"Powiat bieszczadzki",2010,131
"1999",1802000,"Powiat brzozowski",2010,413
"2000",1803000,"Powiat dębicki",2010,564
"2001",1804000,"Powiat jarosławski",2010,304
"2002",1805000,"Powiat jasielski",2010,412
"2003",1806000,"Powiat kolbuszowski",2010,218
"2004",1808000,"Powiat leżajski",2010,414
"2005",1809000,"Powiat lubaczowski",2010,235
"2006",1810000,"Powiat łańcucki",2010,293
"2007",1811000,"Powiat mielecki",2010,545
"2008",1812000,"Powiat niżański",2010,222
"2009",1813000,"Powiat przemyski",2010,0
"2010",1814000,"Powiat przeworski",2010,326
"2011",1815000,"Powiat ropczycko-sędziszowski",2010,80
"2012",1816000,"Powiat rzeszowski",2010,120
"2013",1817000,"Powiat sanocki",2010,422
"2014",1818000,"Powiat stalowowolski",2010,517
"2015",1819000,"Powiat strzyżowski",2010,131
"2016",1820000,"Powiat tarnobrzeski",2010,286
"2017",1821000,"Powiat leski",2010,171
"2018",1861000,"Powiat m.Krosno",2010,689
"2019",1862000,"Powiat m.Przemyśl",2010,741
"2020",1863000,"Powiat m.Rzeszów",2010,1947
"2021",1864000,"Powiat m.Tarnobrzeg",2010,375
"2022",2001000,"Powiat augustowski",2010,189
"2023",2002000,"Powiat białostocki",2010,129
"2024",2003000,"Powiat bielski",2010,249
"2025",2004000,"Powiat grajewski",2010,260
"2026",2005000,"Powiat hajnowski",2010,322
"2027",2006000,"Powiat kolneński",2010,150
"2028",2008000,"Powiat moniecki",2010,188
"2029",2009000,"Powiat sejneński",2010,87
"2030",2010000,"Powiat siemiatycki",2010,150
"2031",2011000,"Powiat sokólski",2010,266
"2032",2013000,"Powiat wysokomazowiecki",2010,169
"2033",2014000,"Powiat zambrowski",2010,104
"2034",2061000,"Powiat m.Białystok",2010,2520
"2035",2062000,"Powiat m.Łomża",2010,617
"2036",2063000,"Powiat m.Suwałki",2010,570
"2037",2201000,"Powiat bytowski",2010,262
"2038",2202000,"Powiat chojnicki",2010,364
"2039",2203000,"Powiat człuchowski",2010,153
"2040",2205000,"Powiat kartuski",2010,370
"2041",2206000,"Powiat kościerski",2010,386
"2042",2207000,"Powiat kwidzyński",2010,345
"2043",2208000,"Powiat lęborski",2010,233
"2044",2209000,"Powiat malborski",2010,162
"2045",2210000,"Powiat nowodworski",2010,212
"2046",2211000,"Powiat pucki",2010,166
"2047",2213000,"Powiat starogardzki",2010,293
"2048",2214000,"Powiat tczewski",2010,211
"2049",2215000,"Powiat wejherowski",2010,528
"2050",2216000,"Powiat sztumski",2010,257
"2051",2261000,"Powiat m.Gdańsk",2010,2968
"2052",2262000,"Powiat m.Gdynia",2010,970
"2053",2263000,"Powiat m.Słupsk",2010,661
"2054",2264000,"Powiat m.Sopot",2010,167
"2055",2401000,"Powiat będziński",2010,542
"2056",2402000,"Powiat bielski",2010,648
"2057",2403000,"Powiat cieszyński",2010,1502
"2058",2404000,"Powiat częstochowski",2010,194
"2059",2405000,"Powiat gliwicki",2010,543
"2060",2406000,"Powiat kłobucki",2010,120
"2061",2407000,"Powiat lubliniecki",2010,375
"2062",2408000,"Powiat mikołowski",2010,389
"2063",2409000,"Powiat myszkowski",2010,250
"2064",2410000,"Powiat pszczyński",2010,501
"2065",2411000,"Powiat raciborski",2010,434
"2066",2413000,"Powiat tarnogórski",2010,1223
"2067",2414000,"Powiat bieruńsko-lędziński",2010,40
"2068",2415000,"Powiat wodzisławski",2010,834
"2069",2416000,"Powiat zawierciański",2010,434
"2070",2417000,"Powiat żywiecki",2010,374
"2071",2461000,"Powiat m.Bielsko-Biała",2010,1209
"2072",2462000,"Powiat m.Bytom",2010,1538
"2073",2463000,"Powiat m.Chorzów",2010,864
"2074",2464000,"Powiat m.Częstochowa",2010,1571
"2075",2465000,"Powiat m.Dąbrowa Górnicza",2010,495
"2076",2466000,"Powiat m.Gliwice",2010,1014
"2077",2467000,"Powiat m.Jastrzębie-Zdrój",2010,636
"2078",2468000,"Powiat m.Jaworzno",2010,385
"2079",2469000,"Powiat m.Katowice",2010,3514
"2080",2470000,"Powiat m.Mysłowice",2010,272
"2081",2471000,"Powiat m.Piekary Śląskie",2010,405
"2082",2472000,"Powiat m.Ruda Śląska",2010,459
"2083",2473000,"Powiat m.Rybnik",2010,759
"2084",2474000,"Powiat m.Siemianowice Śląskie",2010,300
"2085",2475000,"Powiat m.Sosnowiec",2010,1583
"2086",2476000,"Powiat m.Świętochłowice",2010,273
"2087",2477000,"Powiat m.Tychy",2010,884
"2088",2478000,"Powiat m.Zabrze",2010,1236
"2089",2479000,"Powiat m.Żory",2010,189
"2090",2601000,"Powiat buski",2010,570
"2091",2602000,"Powiat jędrzejowski",2010,177
"2092",2603000,"Powiat kazimierski",2010,57
"2093",2604000,"Powiat kielecki",2010,458
"2094",2605000,"Powiat konecki",2010,534
"2095",2606000,"Powiat opatowski",2010,177
"2096",2607000,"Powiat ostrowiecki",2010,495
"2097",2608000,"Powiat pińczowski",2010,139
"2098",2609000,"Powiat sandomierski",2010,518
"2099",2610000,"Powiat skarżyski",2010,397
"2100",2611000,"Powiat starachowicki",2010,478
"2101",2612000,"Powiat staszowski",2010,289
"2102",2613000,"Powiat włoszczowski",2010,324
"2103",2661000,"Powiat m.Kielce",2010,1832
"2104",2801000,"Powiat bartoszycki",2010,321
"2105",2802000,"Powiat braniewski",2010,94
"2106",2803000,"Powiat działdowski",2010,374
"2107",2804000,"Powiat elbląski",2010,50
"2108",2805000,"Powiat ełcki",2010,287
"2109",2806000,"Powiat giżycki",2010,241
"2110",2807000,"Powiat iławski",2010,333
"2111",2808000,"Powiat kętrzyński",2010,166
"2112",2809000,"Powiat lidzbarski",2010,137
"2113",2810000,"Powiat mrągowski",2010,134
"2114",2811000,"Powiat nidzicki",2010,83
"2115",2812000,"Powiat nowomiejski",2010,152
"2116",2813000,"Powiat olecki",2010,130
"2117",2814000,"Powiat olsztyński",2010,472
"2118",2815000,"Powiat ostródzki",2010,332
"2119",2816000,"Powiat piski",2010,203
"2120",2817000,"Powiat szczycieński",2010,152
"2121",2818000,"Powiat gołdapski",2010,54
"2122",2819000,"Powiat węgorzewski",2010,89
"2123",2861000,"Powiat m.Elbląg",2010,913
"2124",2862000,"Powiat m.Olsztyn",2010,1268
"2125",3001000,"Powiat chodzieski",2010,375
"2126",3002000,"Powiat czarnkowsko-trzcianecki",2010,305
"2127",3003000,"Powiat gnieźnieński",2010,355
"2128",3004000,"Powiat gostyński",2010,264
"2129",3005000,"Powiat grodziski",2010,123
"2130",3006000,"Powiat jarociński",2010,177
"2131",3007000,"Powiat kaliski",2010,147
"2132",3008000,"Powiat kępiński",2010,251
"2133",3009000,"Powiat kolski",2010,230
"2134",3011000,"Powiat kościański",2010,249
"2135",3012000,"Powiat krotoszyński",2010,249
"2136",3013000,"Powiat leszczyński",2010,80
"2137",3014000,"Powiat międzychodzki",2010,155
"2138",3015000,"Powiat nowotomyski",2010,168
"2139",3016000,"Powiat obornicki",2010,381
"2140",3017000,"Powiat ostrowski",2010,494
"2141",3018000,"Powiat ostrzeszowski",2010,124
"2142",3019000,"Powiat pilski",2010,753
"2143",3020000,"Powiat pleszewski",2010,276
"2144",3021000,"Powiat poznański",2010,298
"2145",3022000,"Powiat rawicki",2010,155
"2146",3023000,"Powiat słupecki",2010,243
"2147",3024000,"Powiat szamotulski",2010,222
"2148",3025000,"Powiat średzki",2010,162
"2149",3026000,"Powiat śremski",2010,417
