"","Kod","Nazwa","rok","Ludnosc_wg_grup_wieku_i_plci_ogolem_ogolem_osoba"
"2186",2464000,"Powiat m.Częstochowa",2000,253133
"2187",2465000,"Powiat m.Dąbrowa Górnicza",2000,132858
"2188",2466000,"Powiat m.Gliwice",2000,205092
"2189",2467000,"Powiat m.Jastrzębie-Zdrój",2000,97537
"2190",2468000,"Powiat m.Jaworzno",2000,97119
"2191",2469000,"Powiat m.Katowice",2000,330625
"2192",2470000,"Powiat m.Mysłowice",2000,75949
"2193",2471000,"Powiat m.Piekary Śląskie",2000,61347
"2194",2472000,"Powiat m.Ruda Śląska",2000,152280
"2195",2473000,"Powiat m.Rybnik",2000,143218
"2196",2474000,"Powiat m.Siemianowice Śląskie",2000,74782
"2197",2475000,"Powiat m.Sosnowiec",2000,234486
"2198",2476000,"Powiat m.Świętochłowice",2000,56852
"2199",2477000,"Powiat m.Tychy",2000,133463
"2200",2478000,"Powiat m.Zabrze",2000,197111
"2201",2479000,"Powiat m.Żory",2000,63533
"2202",2601000,"Powiat buski",2000,75410
"2203",2602000,"Powiat jędrzejowski",2000,91280
"2204",2603000,"Powiat kazimierski",2000,37143
"2205",2604000,"Powiat kielecki",2000,194012
"2206",2605000,"Powiat konecki",2000,85869
"2207",2606000,"Powiat opatowski",2000,58581
"2208",2607000,"Powiat ostrowiecki",2000,118832
"2209",2608000,"Powiat pińczowski",2000,43482
"2210",2609000,"Powiat sandomierski",2000,83561
"2211",2610000,"Powiat skarżyski",2000,81547
"2212",2611000,"Powiat starachowicki",2000,96414
"2213",2612000,"Powiat staszowski",2000,75257
"2214",2613000,"Powiat włoszczowski",2000,47793
"2215",2661000,"Powiat m.Kielce",2000,213469
"2216",2801000,"Powiat bartoszycki",2000,62608
"2217",2802000,"Powiat braniewski",2000,44446
"2218",2803000,"Powiat działdowski",2000,65808
"2219",2804000,"Powiat elbląski",2000,56375
"2220",2805000,"Powiat ełcki",2000,83665
"2221",2806000,"Powiat giżycki",2000,85295
"2222",2807000,"Powiat iławski",2000,88941
"2223",2808000,"Powiat kętrzyński",2000,68279
"2224",2809000,"Powiat lidzbarski",2000,43538
"2225",2810000,"Powiat mrągowski",2000,50362
"2226",2811000,"Powiat nidzicki",2000,34056
"2227",2812000,"Powiat nowomiejski",2000,43087
"2228",2813000,"Powiat olecki",2000,57317
"2229",2814000,"Powiat olsztyński",2000,109912
"2230",2815000,"Powiat ostródzki",2000,105502
"2231",2816000,"Powiat piski",2000,57742
"2232",2817000,"Powiat szczycieński",2000,69427
"2233",2818000,"Powiat gołdapski",2000,NA
"2234",2819000,"Powiat węgorzewski",2000,NA
"2235",2861000,"Powiat m.Elbląg",2000,128305
"2236",2862000,"Powiat m.Olsztyn",2000,172843
"2237",3001000,"Powiat chodzieski",2000,46469
"2238",3002000,"Powiat czarnkowsko-trzcianecki",2000,85927
"2239",3003000,"Powiat gnieźnieński",2000,139210
"2240",3004000,"Powiat gostyński",2000,75485
"2241",3005000,"Powiat grodziski",2000,48753
"2242",3006000,"Powiat jarociński",2000,70160
"2243",3007000,"Powiat kaliski",2000,79695
"2244",3008000,"Powiat kępiński",2000,54884
"2245",3009000,"Powiat kolski",2000,89728
"2246",3010000,"Powiat koniński",2000,120524
"2247",3011000,"Powiat kościański",2000,77330
"2248",3012000,"Powiat krotoszyński",2000,76965
"2249",3013000,"Powiat leszczyński",2000,48227
"2250",3014000,"Powiat międzychodzki",2000,36150
"2251",3015000,"Powiat nowotomyski",2000,71102
"2252",3016000,"Powiat obornicki",2000,55213
"2253",3017000,"Powiat ostrowski",2000,158223
"2254",3018000,"Powiat ostrzeszowski",2000,54154
"2255",3019000,"Powiat pilski",2000,136381
"2256",3020000,"Powiat pleszewski",2000,61814
"2257",3021000,"Powiat poznański",2000,260518
"2258",3022000,"Powiat rawicki",2000,58784
"2259",3023000,"Powiat słupecki",2000,58572
"2260",3024000,"Powiat szamotulski",2000,84962
"2261",3025000,"Powiat średzki",2000,54143
"2262",3026000,"Powiat śremski",2000,57910
"2263",3027000,"Powiat turecki",2000,83784
"2264",3028000,"Powiat wągrowiecki",2000,66799
"2265",3029000,"Powiat wolsztyński",2000,53727
"2266",3030000,"Powiat wrzesiński",2000,73222
"2267",3031000,"Powiat złotowski",2000,68419
"2268",3061000,"Powiat m.Kalisz",2000,110104
"2269",3062000,"Powiat m.Konin",2000,82640
"2270",3063000,"Powiat m.Leszno",2000,63084
"2271",3064000,"Powiat m.Poznań",2000,582254
"2272",3201000,"Powiat białogardzki",2000,48387
"2273",3202000,"Powiat choszczeński",2000,50453
"2274",3203000,"Powiat drawski",2000,58898
"2275",3204000,"Powiat goleniowski",2000,81410
"2276",3205000,"Powiat gryficki",2000,73357
"2277",3206000,"Powiat gryfiński",2000,82985
"2278",3207000,"Powiat kamieński",2000,48077
"2279",3208000,"Powiat kołobrzeski",2000,74863
"2280",3209000,"Powiat koszaliński",2000,62333
"2281",3210000,"Powiat myśliborski",2000,68211
"2282",3211000,"Powiat policki",2000,58589
"2283",3212000,"Powiat pyrzycki",2000,40208
"2284",3213000,"Powiat sławieński",2000,57804
"2285",3214000,"Powiat stargardzki",2000,141527
"2286",3215000,"Powiat szczecinecki",2000,77957
"2287",3216000,"Powiat świdwiński",2000,49689
"2288",3217000,"Powiat wałecki",2000,55424
"2289",3218000,"Powiat łobeski",2000,NA
"2290",3261000,"Powiat m.Koszalin",2000,108899
"2291",3262000,"Powiat m.Szczecin",2000,416657
"2292",3263000,"Powiat m.Świnoujście",2000,42207
"2293",201000,"Powiat bolesławiecki",2001,88121
"2294",202000,"Powiat dzierżoniowski",2001,107112
"2295",203000,"Powiat głogowski",2001,88181
"2296",204000,"Powiat górowski",2001,36789
"2297",205000,"Powiat jaworski",2001,52874
"2298",206000,"Powiat jeleniogórski",2001,63941
"2299",207000,"Powiat kamiennogórski",2001,47261
"2300",208000,"Powiat kłodzki",2001,171054
"2301",209000,"Powiat legnicki",2001,53066
"2302",210000,"Powiat lubański",2001,57950
"2303",211000,"Powiat lubiński",2001,106390
"2304",212000,"Powiat lwówecki",2001,48937
"2305",213000,"Powiat milicki",2001,36945
"2306",214000,"Powiat oleśnicki",2001,102934
"2307",215000,"Powiat oławski",2001,70634
"2308",216000,"Powiat polkowicki",2001,61195
"2309",217000,"Powiat strzeliński",2001,44687
"2310",218000,"Powiat średzki",2001,48489
"2311",219000,"Powiat świdnicki",2001,162219
"2312",220000,"Powiat trzebnicki",2001,75963
"2313",221000,"Powiat wałbrzyski",2001,59947
"2314",222000,"Powiat wołowski",2001,47893
"2315",223000,"Powiat wrocławski",2001,95492
"2316",224000,"Powiat ząbkowicki",2001,70726
"2317",225000,"Powiat zgorzelecki",2001,96290
"2318",226000,"Powiat złotoryjski",2001,46297
"2319",261000,"Powiat m.Jelenia Góra",2001,89560
"2320",262000,"Powiat m.Legnica",2001,107203
"2321",263000,"Powiat m.Wałbrzych do 2002",2001,130668
"2322",264000,"Powiat m.Wrocław",2001,640804
"2323",265000,"Powiat m.Wałbrzych od 2013",2001,NA
"2324",401000,"Powiat aleksandrowski",2001,55281
"2325",402000,"Powiat brodnicki",2001,74692
"2326",403000,"Powiat bydgoski",2001,87776
"2327",404000,"Powiat chełmiński",2001,51329
"2328",405000,"Powiat golubsko-dobrzyński",2001,44912
"2329",406000,"Powiat grudziądzki",2001,38483
"2330",407000,"Powiat inowrocławski",2001,166438
"2331",408000,"Powiat lipnowski",2001,66639
"2332",409000,"Powiat mogileński",2001,47321
"2333",410000,"Powiat nakielski",2001,83915
"2334",411000,"Powiat radziejowski",2001,42978
"2335",412000,"Powiat rypiński",2001,44719
"2336",413000,"Powiat sępoleński",2001,40739
"2337",414000,"Powiat świecki",2001,97173
"2338",415000,"Powiat toruński",2001,82469
"2339",416000,"Powiat tucholski",2001,47028
"2340",417000,"Powiat wąbrzeski",2001,35004
"2341",418000,"Powiat włocławski",2001,85684
"2342",419000,"Powiat żniński",2001,69776
"2343",461000,"Powiat m.Bydgoszcz",2001,374352
"2344",462000,"Powiat m.Grudziądz",2001,100400
"2345",463000,"Powiat m.Toruń",2001,211269
"2346",464000,"Powiat m.Włocławek",2001,121370
"2347",601000,"Powiat bialski",2001,115644
"2348",602000,"Powiat biłgorajski",2001,105031
"2349",603000,"Powiat chełmski",2001,74870
"2350",604000,"Powiat hrubieszowski",2001,71327
"2351",605000,"Powiat janowski",2001,48794
"2352",606000,"Powiat krasnostawski",2001,78664
"2353",607000,"Powiat kraśnicki",2001,101342
"2354",608000,"Powiat lubartowski",2001,91623
"2355",609000,"Powiat lubelski",2001,136253
"2356",610000,"Powiat łęczyński",2001,57216
"2357",611000,"Powiat łukowski",2001,109487
"2358",612000,"Powiat opolski",2001,64212
"2359",613000,"Powiat parczewski",2001,37636
"2360",614000,"Powiat puławski",2001,118337
"2361",615000,"Powiat radzyński",2001,62321
"2362",616000,"Powiat rycki",2001,61191
"2363",617000,"Powiat świdnicki",2001,72428
"2364",618000,"Powiat tomaszowski",2001,90739
"2365",619000,"Powiat włodawski",2001,41138
"2366",620000,"Powiat zamojski",2001,111861
"2367",661000,"Powiat m.Biała Podlaska",2001,58268
"2368",662000,"Powiat m.Chełm",2001,69016
"2369",663000,"Powiat m.Lublin",2001,357156
"2370",664000,"Powiat m.Zamość",2001,67166
"2371",801000,"Powiat gorzowski",2001,62727
"2372",802000,"Powiat krośnieński",2001,57700
"2373",803000,"Powiat międzyrzecki",2001,58855
"2374",804000,"Powiat nowosolski",2001,125663
"2375",805000,"Powiat słubicki",2001,46685
"2376",806000,"Powiat strzelecko-drezdenecki",2001,50576
"2377",807000,"Powiat sulęciński",2001,35471
"2378",808000,"Powiat świebodziński",2001,56206
"2379",809000,"Powiat zielonogórski",2001,87623
"2380",810000,"Powiat żagański",2001,83334
"2381",811000,"Powiat żarski",2001,100057
"2382",812000,"Powiat wschowski",2001,NA
"2383",861000,"Powiat m.Gorzów Wielkopolski",2001,125818
"2384",862000,"Powiat m.Zielona Góra",2001,118268
"2385",1001000,"Powiat bełchatowski",2001,111955
"2386",1002000,"Powiat kutnowski",2001,107770
"2387",1003000,"Powiat łaski",2001,51582
"2388",1004000,"Powiat łęczycki",2001,55075
"2389",1005000,"Powiat łowicki",2001,83971
"2390",1006000,"Powiat łódzki wschodni",2001,93391
"2391",1007000,"Powiat opoczyński",2001,79668
"2392",1008000,"Powiat pabianicki",2001,120361
"2393",1009000,"Powiat pajęczański",2001,54462
"2394",1010000,"Powiat piotrkowski",2001,90205
"2395",1011000,"Powiat poddębicki",2001,43345
"2396",1012000,"Powiat radomszczański",2001,120631
"2397",1013000,"Powiat rawski",2001,50144
"2398",1014000,"Powiat sieradzki",2001,122879
"2399",1015000,"Powiat skierniewicki",2001,38670
"2400",1016000,"Powiat tomaszowski",2001,122418
"2401",1017000,"Powiat wieluński",2001,79081
"2402",1018000,"Powiat wieruszowski",2001,42567
"2403",1019000,"Powiat zduńskowolski",2001,68063
"2404",1020000,"Powiat zgierski",2001,159702
"2405",1021000,"Powiat brzeziński",2001,NA
"2406",1061000,"Powiat m.Łódź",2001,791727
"2407",1062000,"Powiat m.Piotrków Trybunalski",2001,81177
"2408",1063000,"Powiat m.Skierniewice",2001,48474
"2409",1201000,"Powiat bocheński",2001,97602
"2410",1202000,"Powiat brzeski",2001,89118
"2411",1203000,"Powiat chrzanowski",2001,129111
"2412",1204000,"Powiat dąbrowski",2001,58383
"2413",1205000,"Powiat gorlicki",2001,106206
"2414",1206000,"Powiat krakowski",2001,237972
"2415",1207000,"Powiat limanowski",2001,118577
"2416",1208000,"Powiat miechowski",2001,51775
"2417",1209000,"Powiat myślenicki",2001,113526
"2418",1210000,"Powiat nowosądecki",2001,192359
"2419",1211000,"Powiat nowotarski",2001,178408
"2420",1212000,"Powiat olkuski",2001,121717
"2421",1213000,"Powiat oświęcimski",2001,151951
"2422",1214000,"Powiat proszowicki",2001,43713
"2423",1215000,"Powiat suski",2001,81016
"2424",1216000,"Powiat tarnowski",2001,181591
"2425",1217000,"Powiat tatrzański",2001,65238
"2426",1218000,"Powiat wadowicki",2001,153803
"2427",1219000,"Powiat wielicki",2001,101722
"2428",1261000,"Powiat m.Kraków",2001,757942
"2429",1262000,"Powiat m.Nowy Sącz",2001,84453
"2430",1263000,"Powiat m.Tarnów",2001,120085
"2431",1401000,"Powiat białobrzeski",2001,33664
"2432",1402000,"Powiat ciechanowski",2001,91774
"2433",1403000,"Powiat garwoliński",2001,106400
"2434",1404000,"Powiat gostyniński",2001,47869
"2435",1405000,"Powiat grodziski",2001,74064
"2436",1406000,"Powiat grójecki",2001,106920
"2437",1407000,"Powiat kozienicki",2001,62583
"2438",1408000,"Powiat legionowski",2001,91213
"2439",1409000,"Powiat lipski",2001,38852
"2440",1410000,"Powiat łosicki",2001,33628
"2441",1411000,"Powiat makowski",2001,47495
"2442",1412000,"Powiat miński",2001,155285
"2443",1413000,"Powiat mławski",2001,73886
"2444",1414000,"Powiat nowodworski",2001,74925
"2445",1415000,"Powiat ostrołęcki",2001,83475
"2446",1416000,"Powiat ostrowski",2001,76377
"2447",1417000,"Powiat otwocki",2001,113587
"2448",1418000,"Powiat piaseczyński",2001,120999
"2449",1419000,"Powiat płocki",2001,105095
"2450",1420000,"Powiat płoński",2001,88471
"2451",1421000,"Powiat pruszkowski",2001,141177
"2452",1422000,"Powiat przasnyski",2001,53665
"2453",1423000,"Powiat przysuski",2001,44964
"2454",1424000,"Powiat pułtuski",2001,51198
"2455",1425000,"Powiat radomski",2001,142282
"2456",1426000,"Powiat siedlecki",2001,80893
"2457",1427000,"Powiat sierpecki",2001,54505
"2458",1428000,"Powiat sochaczewski",2001,83459
"2459",1429000,"Powiat sokołowski",2001,58611
"2460",1430000,"Powiat szydłowiecki",2001,41175
"2461",1431000,"Powiat warszawski",2001,1671727
"2462",1432000,"Powiat warszawski zachodni",2001,95019
"2463",1433000,"Powiat węgrowski",2001,69073
"2464",1434000,"Powiat wołomiński",2001,193452
"2465",1435000,"Powiat wyszkowski",2001,71246
"2466",1436000,"Powiat zwoleński",2001,37683
"2467",1437000,"Powiat żuromiński",2001,41025
"2468",1438000,"Powiat żyrardowski",2001,74856
"2469",1461000,"Powiat m.Ostrołęka",2001,54156
"2470",1462000,"Powiat m.Płock",2001,128359
"2471",1463000,"Powiat m.Radom",2001,229987
"2472",1464000,"Powiat m.Siedlce",2001,76607
"2473",1465000,"Powiat m. st. Warszawa",2001,NA
"2474",1601000,"Powiat brzeski",2001,92908
"2475",1602000,"Powiat głubczycki",2001,51912
"2476",1603000,"Powiat kędzierzyńsko-kozielski",2001,104903
"2477",1604000,"Powiat kluczborski",2001,71588
"2478",1605000,"Powiat krapkowicki",2001,70268
"2479",1606000,"Powiat namysłowski",2001,44522
"2480",1607000,"Powiat nyski",2001,148216
"2481",1608000,"Powiat oleski",2001,70078
"2482",1609000,"Powiat opolski",2001,136624
"2483",1610000,"Powiat prudnicki",2001,62034
"2484",1611000,"Powiat strzelecki",2001,83294
"2485",1661000,"Powiat m.Opole",2001,130091
"2486",1801000,"Powiat bieszczadzki",2001,48857
"2487",1802000,"Powiat brzozowski",2001,65472
"2488",1803000,"Powiat dębicki",2001,131750
"2489",1804000,"Powiat jarosławski",2001,121889
"2490",1805000,"Powiat jasielski",2001,123583
"2491",1806000,"Powiat kolbuszowski",2001,61076
"2492",1807000,"Powiat krośnieński",2001,108858
"2493",1808000,"Powiat leżajski",2001,69109
"2494",1809000,"Powiat lubaczowski",2001,57753
"2495",1810000,"Powiat łańcucki",2001,77170
"2496",1811000,"Powiat mielecki",2001,132864
"2497",1812000,"Powiat niżański",2001,67259
"2498",1813000,"Powiat przemyski",2001,71230
"2499",1814000,"Powiat przeworski",2001,78942
"2500",1815000,"Powiat ropczycko-sędziszowski",2001,70781
"2501",1816000,"Powiat rzeszowski",2001,169061
"2502",1817000,"Powiat sanocki",2001,94430
"2503",1818000,"Powiat stalowowolski",2001,110589
"2504",1819000,"Powiat strzyżowski",2001,61989
"2505",1820000,"Powiat tarnobrzeski",2001,54123
"2506",1821000,"Powiat leski",2001,NA
"2507",1861000,"Powiat m.Krosno",2001,48432
"2508",1862000,"Powiat m.Przemyśl",2001,68168
"2509",1863000,"Powiat m.Rzeszów",2001,160431
"2510",1864000,"Powiat m.Tarnobrzeg",2001,50322
"2511",2001000,"Powiat augustowski",2001,59266
"2512",2002000,"Powiat białostocki",2001,139492
"2513",2003000,"Powiat bielski",2001,61777
"2514",2004000,"Powiat grajewski",2001,50929
"2515",2005000,"Powiat hajnowski",2001,50467
"2516",2006000,"Powiat kolneński",2001,40406
"2517",2007000,"Powiat łomżyński",2001,51012
"2518",2008000,"Powiat moniecki",2001,44312
"2519",2009000,"Powiat sejneński",2001,21701
"2520",2010000,"Powiat siemiatycki",2001,50633
"2521",2011000,"Powiat sokólski",2001,75231
"2522",2012000,"Powiat suwalski",2001,35533
"2523",2013000,"Powiat wysokomazowiecki",2001,60453
"2524",2014000,"Powiat zambrowski",2001,45327
"2525",2061000,"Powiat m.Białystok",2001,290091
"2526",2062000,"Powiat m.Łomża",2001,63958
"2527",2063000,"Powiat m.Suwałki",2001,68851
"2528",2201000,"Powiat bytowski",2001,75067
"2529",2202000,"Powiat chojnicki",2001,89923
"2530",2203000,"Powiat człuchowski",2001,56864
"2531",2204000,"Powiat gdański",2001,79459
"2532",2205000,"Powiat kartuski",2001,102800
"2533",2206000,"Powiat kościerski",2001,65238
"2534",2207000,"Powiat kwidzyński",2001,79681
"2535",2208000,"Powiat lęborski",2001,63319
"2536",2209000,"Powiat malborski",2001,105029
"2537",2210000,"Powiat nowodworski",2001,35685
"2538",2211000,"Powiat pucki",2001,70925
"2539",2212000,"Powiat słupski",2001,91619
"2540",2213000,"Powiat starogardzki",2001,120463
"2541",2214000,"Powiat tczewski",2001,111691
"2542",2215000,"Powiat wejherowski",2001,173254
"2543",2216000,"Powiat sztumski",2001,NA
"2544",2261000,"Powiat m.Gdańsk",2001,461885
"2545",2262000,"Powiat m.Gdynia",2001,253364
"2546",2263000,"Powiat m.Słupsk",2001,100036
"2547",2264000,"Powiat m.Sopot",2001,42035
"2548",2401000,"Powiat będziński",2001,145866
"2549",2402000,"Powiat bielski",2001,146603
"2550",2403000,"Powiat cieszyński",2001,168986
"2551",2404000,"Powiat częstochowski",2001,133853
"2552",2405000,"Powiat gliwicki",2001,117698
"2553",2406000,"Powiat kłobucki",2001,84922
"2554",2407000,"Powiat lubliniecki",2001,77254
"2555",2408000,"Powiat mikołowski",2001,90250
"2556",2409000,"Powiat myszkowski",2001,72392
"2557",2410000,"Powiat pszczyński",2001,103129
"2558",2411000,"Powiat raciborski",2001,114628
"2559",2412000,"Powiat rybnicki",2001,72827
"2560",2413000,"Powiat tarnogórski",2001,139796
"2561",2414000,"Powiat bieruńsko-lędziński",2001,55456
"2562",2415000,"Powiat wodzisławski",2001,155320
"2563",2416000,"Powiat zawierciański",2001,126278
"2564",2417000,"Powiat żywiecki",2001,148802
"2565",2461000,"Powiat m.Bielsko-Biała",2001,178313
"2566",2462000,"Powiat m.Bytom",2001,194109
"2567",2463000,"Powiat m.Chorzów",2001,117801
"2568",2464000,"Powiat m.Częstochowa",2001,251932
"2569",2465000,"Powiat m.Dąbrowa Górnicza",2001,132356
"2570",2466000,"Powiat m.Gliwice",2001,204175
"2571",2467000,"Powiat m.Jastrzębie-Zdrój",2001,97162
"2572",2468000,"Powiat m.Jaworzno",2001,96884
"2573",2469000,"Powiat m.Katowice",2001,328103
"2574",2470000,"Powiat m.Mysłowice",2001,75730
"2575",2471000,"Powiat m.Piekary Śląskie",2001,61045
"2576",2472000,"Powiat m.Ruda Śląska",2001,151039
"2577",2473000,"Powiat m.Rybnik",2001,142816
"2578",2474000,"Powiat m.Siemianowice Śląskie",2001,74431
"2579",2475000,"Powiat m.Sosnowiec",2001,233200
"2580",2476000,"Powiat m.Świętochłowice",2001,56436
"2581",2477000,"Powiat m.Tychy",2001,133047
"2582",2478000,"Powiat m.Zabrze",2001,195666
"2583",2479000,"Powiat m.Żory",2001,63511
"2584",2601000,"Powiat buski",2001,75134
"2585",2602000,"Powiat jędrzejowski",2001,90916
"2586",2603000,"Powiat kazimierski",2001,36930
"2587",2604000,"Powiat kielecki",2001,194670
"2588",2605000,"Powiat konecki",2001,85717
"2589",2606000,"Powiat opatowski",2001,58299
"2590",2607000,"Powiat ostrowiecki",2001,118251
"2591",2608000,"Powiat pińczowski",2001,43255
"2592",2609000,"Powiat sandomierski",2001,83130
"2593",2610000,"Powiat skarżyski",2001,81087
"2594",2611000,"Powiat starachowicki",2001,96202
"2595",2612000,"Powiat staszowski",2001,75287
"2596",2613000,"Powiat włoszczowski",2001,47741
"2597",2661000,"Powiat m.Kielce",2001,212763
"2598",2801000,"Powiat bartoszycki",2001,62521
